@RELATION mouseFeatures

@ATTRIBUTE avg_hover_time NUMERIC
@ATTRIBUTE arrival_time NUMERIC
@ATTRIBUTE clicks NUMERIC
@ATTRIBUTE clickthroughs NUMERIC
@ATTRIBUTE hovers NUMERIC
@ATTRIBUTE unclicked_hovers NUMERIC
@ATTRIBUTE max_hover_time NUMERIC
@ATTRIBUTE cursor_trail NUMERIC
@ATTRIBUTE cursor_movement NUMERIC
@ATTRIBUTE cursor_speed NUMERIC
@ATTRIBUTE position NUMERIC
@ATTRIBUTE relevance {bad,good}

@DATA
0.07345065034429993,0.9343529411764706,0.0,0.0,1.0,1.0,0.07345065034429993,31.0,0.3735408560311284,0.4885551963746147,15.0,bad
1.0,1.0,0.0,0.0,1.0,1.0,1.0,169.86736391132052,1.0,1.0,14.0,bad
1.0,1.0,0.0,0.0,1.0,1.0,1.0,650.5398662676739,1.0,1.0,1.0,bad
0.12614021370862652,0.3536125317336073,0.0,0.0,1.0,1.0,0.17209538305428718,132.04847060969695,0.46695610226724554,0.2493798301931149,5.0,bad
0.31561115454782385,0.6058790424253446,0.0,0.0,0.5,1.0,0.24576357179096905,162.50867382991933,0.6078147612156295,0.23578127276892552,0.0,bad
0.2686995048214751,0.0819015834240593,0.0,0.0,0.5,1.0,0.20923389142567225,27.0,0.994693680656054,0.023937478974318232,2.0,bad
0.17331248371123273,0.07861824562610745,0.0,0.0,0.5,1.0,0.13495687468290207,34.72970118374414,0.1640135069946937,0.1867348754070169,1.0,bad
0.1853010164190774,0.30309434926751583,0.0,0.0,1.0,1.0,0.2776255707762557,72.0088488645805,0.6859623733719248,0.09257411705663585,8.0,bad
1.0,0.22713767163181398,0.3333333333333333,0.16666666666666666,1.0,0.8333333333333334,1.0,259.2884821288551,0.6089403441067697,0.39889166884904886,4.0,bad
0.10574667709147771,0.44224544916110226,0.0,0.0,0.75,1.0,0.13191273465246067,90.71271262409137,0.12276893391220453,1.0,6.0,bad
0.7058900182434193,0.05064597705104165,0.5,0.0,1.0,1.0,0.7405377980720447,527.2345429345332,1.0,0.46495172233465876,7.0,bad
0.1510294500912171,1.0,0.0,0.0,0.5,1.0,0.1176052765093861,116.22644276968116,0.5320791123974915,0.4275349242201251,3.0,bad
1.0,1.0,0.0,1.0,1.0,0.0,1.0,283.7232685692656,1.0,1.0,5.0,bad
1.0,1.0,0.0,1.0,1.0,0.0,1.0,202.40473482280993,1.0,1.0,5.0,bad
1.0,1.0,0.0,1.0,1.0,0.0,1.0,167.89008826152562,1.0,1.0,5.0,bad
0.5439543954395439,1.0,0.0,1.0,1.0,0.0,0.5439543954395439,159.78196587065284,0.579133510167993,0.6115968962105518,4.0,good
1.0,0.12836133161036245,1.0,0.0,1.0,1.0,1.0,451.1113897250701,1.0,1.0,3.0,bad
0.0574195780006918,0.9951035028054833,0.0,0.0,0.5,1.0,0.03320664132826565,14.0,0.1021224238695786,1.0,7.0,bad
1.0,1.0,0.5,0.0,1.0,1.0,1.0,102.4349951041674,1.0,0.7472078563647138,9.0,bad
0.43231441048034935,0.8000377465320374,0.0,0.0,1.0,1.0,0.343560242889102,88.0,0.5924710424710424,0.36306880308433576,2.0,bad
1.0,0.010191563650089648,0.0,0.5,1.0,0.5,1.0,287.3947999252024,0.7025096525096525,1.0,0.0,good
0.4590787434849979,0.6008304237048221,0.0,0.0,1.0,1.0,0.33700862895493766,145.34089311728314,0.6291505791505791,0.5646854711882786,1.0,bad
0.7296802366530497,1.0,0.0,0.0,0.5,1.0,0.41387024608501116,43.0,1.0,0.10510946985045308,5.0,bad
1.0,0.3579425899467463,0.0,0.0,1.0,1.0,1.0,35.0,1.0,0.039848608537726336,2.0,bad
0.17191828254847646,1.0,0.0,0.0,0.5,1.0,0.09434679334916865,151.0,0.17191828254847646,1.0,0.0,bad
0.1461218836565097,0.3135731913235485,0.0,0.0,1.0,1.0,0.09634204275534441,116.0,0.1461218836565097,0.9038322714290199,1.0,bad
1.0,1.0,0.0,1.0,1.0,0.0,1.0,515.4253264647646,1.0,1.0,0.0,bad
0.011595803423522915,0.4674993381945949,0.0,0.0,0.5,1.0,0.011595803423522915,1.4142135623730951,0.045951859956236324,0.017227407736549332,10.0,bad
0.8845941468801767,0.31627078670613434,0.0,0.0,0.5,1.0,0.8845941468801767,10.848857801796104,0.3479212253829322,0.01745464908874611,7.0,bad
0.9055770292655991,0.4021610954684379,0.0,0.0,0.5,1.0,0.9055770292655991,19.605551275463988,1.0,0.01097455926060271,9.0,bad
0.6134732192159028,0.20891391716602892,0.0,0.0,0.5,1.0,0.6134732192159028,0.0,0.0,0.0,4.0,bad
0.45444505797901713,1.0,0.5,0.0,1.0,1.0,0.6885698509110988,164.05570824026708,0.7231947483588621,0.12698256979509115,11.0,bad
0.23191606847045831,0.3055856376194258,0.0,0.0,0.5,1.0,0.23191606847045831,74.00684899377592,0.05908096280087528,0.7011846157894358,6.0,bad
1.0,0.01646090534979424,0.0,0.0,0.5,1.0,1.0,129.0,0.07221006564551423,1.0,2.0,bad
0.03168469860896445,1.0,0.0,0.0,1.0,1.0,0.03168469860896445,92.0,0.059420289855072465,1.0,14.0,bad
1.0,0.9296990560202243,0.0,0.0,1.0,1.0,1.0,655.0908411666294,1.0,0.4231053006904821,13.0,bad
1.0,0.40846934274371416,0.0,0.0,1.0,1.0,1.0,8.0,1.0,0.36507936507936506,10.0,bad
0.011523046092184368,1.0,0.0,0.0,1.0,1.0,0.011523046092184368,18.0,0.8214285714285714,1.0,11.0,bad
0.004634268537074149,0.3468607557712101,0.0,0.0,1.0,1.0,0.004634268537074149,0.0,0.0,0.0,6.0,bad
0.0031312625250501003,0.2611380679311866,0.0,0.0,1.0,1.0,0.0031312625250501003,0.0,0.0,0.0,5.0,bad
1.0,0.23096307658595377,0.0,0.0,1.0,1.0,1.0,3.23606797749979,1.0,0.09808702938011785,19.0,bad
0.01573187414500684,1.0,0.0,0.0,1.0,1.0,0.01573187414500684,0.0,0.0,0.0,24.0,bad
0.08344733242134063,0.4307001205215295,0.0,0.0,1.0,1.0,0.08344733242134063,25.0,0.7577639751552795,1.0,20.0,bad
0.09917920656634747,0.7842664621452832,0.0,0.0,1.0,1.0,0.09917920656634747,2.0,0.9006211180124224,0.0673103448275862,23.0,bad
0.08207934336525308,0.1956831379423688,0.0,0.0,1.0,1.0,0.08207934336525308,14.0,0.7453416149068323,0.5693333333333334,18.0,bad
0.15113350125944586,1.0,0.0,0.0,0.25,1.0,0.11406844106463879,28.0,0.19804741980474197,0.3901095377550037,49.0,bad
1.0,0.26754584559655875,0.0,0.0,0.5,1.0,1.0,362.41175364169226,1.0,1.0,45.0,bad
0.1924433249370277,0.205229793977813,0.0,0.0,1.0,1.0,0.3728770595690748,27.54694014588246,0.11471408647140864,0.6626044378359724,44.0,bad
0.01486697965571205,0.496548026007105,0.0,0.0,1.0,1.0,0.01486697965571205,0.0,0.0,0.0,58.0,bad
0.02269170579029734,0.7970373349420202,0.0,0.0,1.0,1.0,0.02269170579029734,0.0,0.0,0.0,61.0,bad
1.0,0.8970440378041423,0.0,0.0,1.0,1.0,1.0,12.0,1.0,0.07543035993740219,63.0,bad
0.18857589984350548,1.0,0.0,0.0,1.0,1.0,0.18857589984350548,30.0,0.18857589984350548,1.0,64.0,bad
0.02269170579029734,0.5690059655472887,0.0,0.0,1.0,1.0,0.02269170579029734,0.0,0.0,0.0,59.0,bad
1.0,0.8374332942860861,0.0,0.0,1.0,1.0,1.0,4.123105625617661,0.8351648351648352,0.027482611943608022,71.0,bad
