"Instance_number numeric","True Positives","False Negatives","False Positives","True Negatives","False Positive Rate","True Positive Rate","Precision","Recall","Fallout","FMeasure","Sample Size","Lift","Threshold"
0,641,0,11846,0,1,1,0.051333,1,0.948667,0.097654,1,1,0
1,640,1,11811,35,0.997045,0.99844,0.051401,0.99844,0.948599,0.09777,0.997117,1.001327,0
2,640,1,11798,48,0.995948,0.99844,0.051455,0.99844,0.948545,0.097867,0.996076,1.002373,0
3,640,1,11761,85,0.992825,0.99844,0.051609,0.99844,0.948391,0.098144,0.993113,1.005364,0
4,640,1,11726,120,0.98987,0.99844,0.051755,0.99844,0.948245,0.098409,0.99031,1.00821,0
5,639,2,11685,161,0.986409,0.99688,0.05185,0.99688,0.94815,0.098573,0.986946,1.010065,0
6,639,2,11640,206,0.98261,0.99688,0.05204,0.99688,0.94796,0.098916,0.983343,1.013767,0
7,639,2,11600,246,0.979233,0.99688,0.05221,0.99688,0.94779,0.099224,0.980139,1.01708,0
8,639,2,11594,252,0.978727,0.99688,0.052236,0.99688,0.947764,0.09927,0.979659,1.017579,0
9,639,2,11560,286,0.975857,0.99688,0.052381,0.99688,0.947619,0.099533,0.976936,1.020415,0
10,639,2,11526,320,0.972987,0.99688,0.052528,0.99688,0.947472,0.099797,0.974213,1.023267,0
11,639,2,11487,359,0.969694,0.99688,0.052697,0.99688,0.947303,0.100102,0.97109,1.026558,0
12,639,2,11434,412,0.96522,0.99688,0.052928,0.99688,0.947072,0.100519,0.966846,1.031064,0
13,639,2,11428,418,0.964714,0.99688,0.052954,0.99688,0.947046,0.100567,0.966365,1.031577,0
14,639,2,11427,419,0.964629,0.99688,0.052959,0.99688,0.947041,0.100574,0.966285,1.031662,0
15,638,3,11417,429,0.963785,0.99532,0.052924,0.99532,0.947076,0.100504,0.965404,1.030988,0
16,638,3,11415,431,0.963616,0.99532,0.052933,0.99532,0.947067,0.10052,0.965244,1.031159,0
17,638,3,11404,442,0.962688,0.99532,0.052981,0.99532,0.947019,0.100607,0.964363,1.032101,0
18,638,3,11402,444,0.962519,0.99532,0.05299,0.99532,0.94701,0.100623,0.964203,1.032272,0
19,638,3,11395,451,0.961928,0.99532,0.053021,0.99532,0.946979,0.100679,0.963642,1.032873,0
20,638,3,11391,455,0.96159,0.99532,0.053038,0.99532,0.946962,0.10071,0.963322,1.033216,0
21,638,3,11388,458,0.961337,0.99532,0.053052,0.99532,0.946948,0.100734,0.963082,1.033474,0
22,638,3,11380,466,0.960662,0.99532,0.053087,0.99532,0.946913,0.100798,0.962441,1.034162,0
23,638,3,11377,469,0.960409,0.99532,0.0531,0.99532,0.9469,0.100822,0.962201,1.03442,0
24,637,4,11373,473,0.960071,0.99376,0.053039,0.99376,0.946961,0.100704,0.9618,1.033229,0
25,637,4,11320,526,0.955597,0.99376,0.053274,0.99376,0.946726,0.101127,0.957556,1.037809,0
26,637,4,11315,531,0.955175,0.99376,0.053297,0.99376,0.946703,0.101167,0.957155,1.038243,0
27,637,4,11299,547,0.953824,0.99376,0.053368,0.99376,0.946632,0.101296,0.955874,1.039635,0
28,637,4,11298,548,0.95374,0.99376,0.053372,0.99376,0.946628,0.101304,0.955794,1.039722,0
29,637,4,11293,553,0.953318,0.99376,0.053395,0.99376,0.946605,0.101344,0.955394,1.040157,0
30,637,4,11290,556,0.953064,0.99376,0.053408,0.99376,0.946592,0.101369,0.955153,1.040419,0
31,637,4,11285,561,0.952642,0.99376,0.053431,0.99376,0.946569,0.101409,0.954753,1.040855,0
32,637,4,11281,565,0.952305,0.99376,0.053449,0.99376,0.946551,0.101441,0.954433,1.041205,0
33,637,4,11276,570,0.951882,0.99376,0.053471,0.99376,0.946529,0.101482,0.954032,1.041642,0
34,637,4,11182,664,0.943947,0.99376,0.053896,0.99376,0.946104,0.102247,0.946504,1.049926,0
35,637,4,11179,667,0.943694,0.99376,0.05391,0.99376,0.94609,0.102272,0.946264,1.050193,0
36,637,4,11106,740,0.937532,0.99376,0.054245,0.99376,0.945755,0.102875,0.940418,1.056721,0
37,637,4,11101,745,0.93711,0.99376,0.054268,0.99376,0.945732,0.102916,0.940018,1.057171,0
38,637,4,11094,752,0.936519,0.99376,0.054301,0.99376,0.945699,0.102974,0.939457,1.057802,0
39,635,6,11048,798,0.932635,0.99064,0.054352,0.99064,0.945648,0.103051,0.935613,1.058813,0
40,635,6,11039,807,0.931876,0.99064,0.054394,0.99064,0.945606,0.103126,0.934892,1.05963,0
41,635,6,11036,810,0.931622,0.99064,0.054408,0.99064,0.945592,0.103151,0.934652,1.059902,0
42,635,6,11033,813,0.931369,0.99064,0.054422,0.99064,0.945578,0.103177,0.934412,1.060175,0
43,635,6,11031,815,0.9312,0.99064,0.054432,0.99064,0.945568,0.103193,0.934252,1.060356,0
44,635,6,11030,816,0.931116,0.99064,0.054436,0.99064,0.945564,0.103202,0.934172,1.060447,0
45,635,6,11020,826,0.930272,0.99064,0.054483,0.99064,0.945517,0.103286,0.933371,1.061357,0
46,635,6,11012,834,0.929596,0.99064,0.05452,0.99064,0.94548,0.103353,0.93273,1.062086,0
47,635,6,10946,900,0.924025,0.99064,0.054831,0.99064,0.945169,0.103911,0.927445,1.068139,0
48,635,6,10898,948,0.919973,0.99064,0.055059,0.99064,0.944941,0.104321,0.923601,1.072584,0
49,635,6,10893,953,0.919551,0.99064,0.055083,0.99064,0.944917,0.104364,0.9232,1.07305,0
50,635,6,10884,962,0.918791,0.99064,0.055126,0.99064,0.944874,0.104441,0.922479,1.073888,0
51,635,6,10883,963,0.918707,0.99064,0.055131,0.99064,0.944869,0.104449,0.922399,1.073981,0
52,635,6,10877,969,0.9182,0.99064,0.05516,0.99064,0.94484,0.104501,0.921919,1.074541,0
53,635,6,10870,976,0.917609,0.99064,0.055193,0.99064,0.944807,0.104561,0.921358,1.075195,0
54,635,6,10869,977,0.917525,0.99064,0.055198,0.99064,0.944802,0.10457,0.921278,1.075288,0
55,635,6,10825,1021,0.913811,0.99064,0.05541,0.99064,0.94459,0.10495,0.917754,1.079417,0
56,635,6,10816,1030,0.913051,0.99064,0.055454,0.99064,0.944546,0.105028,0.917034,1.080265,0
57,635,6,10804,1042,0.912038,0.99064,0.055512,0.99064,0.944488,0.105132,0.916073,1.081398,0
58,635,6,10800,1046,0.9117,0.99064,0.055531,0.99064,0.944469,0.105167,0.915752,1.081777,0
59,635,6,10778,1068,0.909843,0.99064,0.055638,0.99064,0.944362,0.105359,0.913991,1.083862,0
60,635,6,10777,1069,0.909759,0.99064,0.055643,0.99064,0.944357,0.105368,0.91391,1.083957,0
61,635,6,10716,1130,0.904609,0.99064,0.055942,0.99064,0.944058,0.105904,0.909025,1.089782,0
62,635,6,10711,1135,0.904187,0.99064,0.055967,0.99064,0.944033,0.105948,0.908625,1.090262,0
63,635,6,10707,1139,0.903849,0.99064,0.055987,0.99064,0.944013,0.105983,0.908305,1.090647,0
64,635,6,10704,1142,0.903596,0.99064,0.056001,0.99064,0.943999,0.10601,0.908064,1.090935,0
65,635,6,10624,1222,0.896843,0.99064,0.056399,0.99064,0.943601,0.106723,0.901658,1.098687,0
66,635,6,10560,1286,0.89144,0.99064,0.056722,0.99064,0.943278,0.1073,0.896532,1.104968,0
67,635,6,10557,1289,0.891187,0.99064,0.056737,0.99064,0.943263,0.107327,0.896292,1.105264,0
68,635,6,10552,1294,0.890765,0.99064,0.056762,0.99064,0.943238,0.107372,0.895892,1.105758,0.000001
69,635,6,10548,1298,0.890427,0.99064,0.056783,0.99064,0.943217,0.107409,0.895571,1.106154,0.000001
70,635,6,10546,1300,0.890258,0.99064,0.056793,0.99064,0.943207,0.107427,0.895411,1.106352,0.000001
71,635,6,10545,1301,0.890174,0.99064,0.056798,0.99064,0.943202,0.107436,0.895331,1.106451,0.000001
72,635,6,10540,1306,0.889752,0.99064,0.056823,0.99064,0.943177,0.107481,0.894931,1.106946,0.000001
73,635,6,10537,1309,0.889499,0.99064,0.056839,0.99064,0.943161,0.107509,0.89469,1.107243,0.000001
74,635,6,10535,1311,0.88933,0.99064,0.056849,0.99064,0.943151,0.107527,0.89453,1.107441,0.000001
75,635,6,10530,1316,0.888908,0.99064,0.056874,0.99064,0.943126,0.107572,0.89413,1.107937,0.000001
76,635,6,10527,1319,0.888654,0.99064,0.056889,0.99064,0.943111,0.1076,0.89389,1.108235,0.000001
77,635,6,10526,1320,0.88857,0.99064,0.056895,0.99064,0.943105,0.107609,0.89381,1.108334,0.000001
78,635,6,10524,1322,0.888401,0.99064,0.056905,0.99064,0.943095,0.107627,0.893649,1.108533,0.000001
79,635,6,10501,1345,0.88646,0.99064,0.057022,0.99064,0.942978,0.107837,0.891807,1.110822,0.000001
80,635,6,10484,1362,0.885024,0.99064,0.057109,0.99064,0.942891,0.107993,0.890446,1.112521,0.000001
81,635,6,10481,1365,0.884771,0.99064,0.057125,0.99064,0.942875,0.108021,0.890206,1.112821,0.000001
82,635,6,10472,1374,0.884011,0.99064,0.057171,0.99064,0.942829,0.108104,0.889485,1.113723,0.000001
83,635,6,10470,1376,0.883843,0.99064,0.057181,0.99064,0.942819,0.108122,0.889325,1.113923,0.000001
84,635,6,10456,1390,0.882661,0.99064,0.057254,0.99064,0.942746,0.108251,0.888204,1.115329,0.000001
85,635,6,10451,1395,0.882239,0.99064,0.057279,0.99064,0.942721,0.108297,0.887803,1.115832,0.000001
86,635,6,10449,1397,0.88207,0.99064,0.05729,0.99064,0.94271,0.108316,0.887643,1.116034,0.000001
87,635,6,10445,1401,0.881732,0.99064,0.05731,0.99064,0.94269,0.108353,0.887323,1.116437,0.000001
88,635,6,10440,1406,0.88131,0.99064,0.057336,0.99064,0.942664,0.108399,0.886922,1.116941,0.000001
89,635,6,10438,1408,0.881141,0.99064,0.057347,0.99064,0.942653,0.108417,0.886762,1.117142,0.000001
90,635,6,10435,1411,0.880888,0.99064,0.057362,0.99064,0.942638,0.108445,0.886522,1.117445,0.000001
91,635,6,10434,1412,0.880804,0.99064,0.057367,0.99064,0.942633,0.108454,0.886442,1.117546,0.000001
92,635,6,10433,1413,0.880719,0.99064,0.057373,0.99064,0.942627,0.108464,0.886362,1.117647,0.000001
93,635,6,10430,1416,0.880466,0.99064,0.057388,0.99064,0.942612,0.108491,0.886122,1.11795,0.000001
94,635,6,10416,1430,0.879284,0.99064,0.057461,0.99064,0.942539,0.108621,0.885,1.119366,0.000001
95,635,6,10397,1449,0.87768,0.99064,0.05756,0.99064,0.94244,0.108798,0.883479,1.121294,0.000001
96,635,6,10396,1450,0.877596,0.99064,0.057565,0.99064,0.942435,0.108807,0.883399,1.121396,0.000001
97,635,6,10395,1451,0.877511,0.99064,0.05757,0.99064,0.94243,0.108817,0.883319,1.121497,0.000001
98,635,6,10393,1453,0.877343,0.99064,0.057581,0.99064,0.942419,0.108835,0.883158,1.121701,0.000001
99,635,6,10392,1454,0.877258,0.99064,0.057586,0.99064,0.942414,0.108845,0.883078,1.121803,0.000001
100,635,6,10391,1455,0.877174,0.99064,0.057591,0.99064,0.942409,0.108854,0.882998,1.121904,0.000001
101,635,6,10390,1456,0.877089,0.99064,0.057596,0.99064,0.942404,0.108863,0.882918,1.122006,0.000001
102,634,7,10366,1480,0.875063,0.98908,0.057636,0.98908,0.942364,0.108925,0.880916,1.122785,0.000001
103,634,7,10365,1481,0.874979,0.98908,0.057642,0.98908,0.942358,0.108935,0.880836,1.122887,0.000001
104,634,7,10360,1486,0.874557,0.98908,0.057668,0.98908,0.942332,0.108982,0.880436,1.123398,0.000001
105,634,7,10359,1487,0.874472,0.98908,0.057673,0.98908,0.942327,0.108991,0.880356,1.1235,0.000001
106,634,7,10358,1488,0.874388,0.98908,0.057678,0.98908,0.942322,0.109,0.880275,1.123602,0.000001
107,634,7,10344,1502,0.873206,0.98908,0.057752,0.98908,0.942248,0.109132,0.879154,1.125035,0.000001
108,634,7,10343,1503,0.873122,0.98908,0.057757,0.98908,0.942243,0.109141,0.879074,1.125138,0.000001
109,634,7,10312,1534,0.870505,0.98908,0.057921,0.98908,0.942079,0.109433,0.876592,1.128324,0.000001
110,634,7,10311,1535,0.87042,0.98908,0.057926,0.98908,0.942074,0.109442,0.876512,1.128427,0.000001
111,634,7,10292,1554,0.868816,0.98908,0.058027,0.98908,0.941973,0.109622,0.87499,1.13039,0.000001
112,634,7,10291,1555,0.868732,0.98908,0.058032,0.98908,0.941968,0.109632,0.87491,1.130493,0.000001
113,634,7,10287,1559,0.868394,0.98908,0.058053,0.98908,0.941947,0.10967,0.87459,1.130907,0.000001
114,634,7,10275,1571,0.867381,0.98908,0.058117,0.98908,0.941883,0.109784,0.873629,1.132151,0.000001
115,634,7,10261,1585,0.8662,0.98908,0.058192,0.98908,0.941808,0.109917,0.872507,1.133606,0.000001
116,633,8,10214,1632,0.862232,0.98752,0.058357,0.98752,0.941643,0.110202,0.868663,1.136826,0.000001
117,633,8,10213,1633,0.862148,0.98752,0.058363,0.98752,0.941637,0.110212,0.868583,1.136931,0.000001
118,633,8,10212,1634,0.862063,0.98752,0.058368,0.98752,0.941632,0.110221,0.868503,1.137036,0.000001
119,633,8,10162,1684,0.857842,0.98752,0.058638,0.98752,0.941362,0.110703,0.864499,1.142303,0.000001
120,633,8,10142,1704,0.856154,0.98752,0.058747,0.98752,0.941253,0.110897,0.862897,1.144423,0.000001
121,633,8,10139,1707,0.855901,0.98752,0.058763,0.98752,0.941237,0.110926,0.862657,1.144742,0.000001
122,633,8,10118,1728,0.854128,0.98752,0.058878,0.98752,0.941122,0.111131,0.860975,1.146978,0.000001
123,633,8,10116,1730,0.853959,0.98752,0.058889,0.98752,0.941111,0.11115,0.860815,1.147191,0.000001
124,633,8,10102,1744,0.852777,0.98752,0.058966,0.98752,0.941034,0.111287,0.859694,1.148687,0.000001
125,633,8,10097,1749,0.852355,0.98752,0.058993,0.98752,0.941007,0.111336,0.859294,1.149222,0.000001
126,633,8,10090,1756,0.851764,0.98752,0.059032,0.98752,0.940968,0.111404,0.858733,1.149973,0.000001
127,633,8,10083,1763,0.851173,0.98752,0.059071,0.98752,0.940929,0.111473,0.858172,1.150724,0.000001
128,633,8,10081,1765,0.851005,0.98752,0.059082,0.98752,0.940918,0.111493,0.858012,1.150939,0.000001
129,633,8,10080,1766,0.85092,0.98752,0.059087,0.98752,0.940913,0.111503,0.857932,1.151046,0.000001
130,633,8,10078,1768,0.850751,0.98752,0.059098,0.98752,0.940902,0.111522,0.857772,1.151261,0.000001
131,633,8,10060,1786,0.849232,0.98752,0.059198,0.98752,0.940802,0.111699,0.856331,1.153199,0.000001
132,633,8,10059,1787,0.849147,0.98752,0.059203,0.98752,0.940797,0.111709,0.856251,1.153307,0.000001
133,633,8,10037,1809,0.84729,0.98752,0.059325,0.98752,0.940675,0.111926,0.854489,1.155685,0.000001
134,633,8,10036,1810,0.847206,0.98752,0.059331,0.98752,0.940669,0.111936,0.854409,1.155793,0.000001
135,633,8,10034,1812,0.847037,0.98752,0.059342,0.98752,0.940658,0.111956,0.854248,1.15601,0.000001
136,633,8,9990,1856,0.843323,0.98752,0.059588,0.98752,0.940412,0.112393,0.850725,1.160798,0.000001
137,633,8,9986,1860,0.842985,0.98752,0.05961,0.98752,0.94039,0.112433,0.850404,1.161235,0.000001
138,633,8,9935,1911,0.83868,0.98752,0.059898,0.98752,0.940102,0.112945,0.84632,1.166839,0.000001
139,633,8,9934,1912,0.838595,0.98752,0.059903,0.98752,0.940097,0.112955,0.84624,1.16695,0.000001
140,633,8,9918,1928,0.837245,0.98752,0.059994,0.98752,0.940006,0.113117,0.844959,1.168719,0.000001
141,633,8,9913,1933,0.836823,0.98752,0.060023,0.98752,0.939977,0.113167,0.844558,1.169273,0.000001
142,633,8,9898,1948,0.835556,0.98752,0.060108,0.98752,0.939892,0.113319,0.843357,1.170939,0.000001
143,633,8,9897,1949,0.835472,0.98752,0.060114,0.98752,0.939886,0.113329,0.843277,1.17105,0.000001
144,633,8,9896,1950,0.835387,0.98752,0.06012,0.98752,0.93988,0.113339,0.843197,1.171161,0.000001
145,633,8,9867,1979,0.832939,0.98752,0.060286,0.98752,0.939714,0.113634,0.840875,1.174396,0.000001
146,633,8,9864,1982,0.832686,0.98752,0.060303,0.98752,0.939697,0.113665,0.840634,1.174731,0.000001
147,633,8,9863,1983,0.832602,0.98752,0.060309,0.98752,0.939691,0.113675,0.840554,1.174843,0.000001
148,633,8,9840,2006,0.83066,0.98752,0.060441,0.98752,0.939559,0.11391,0.838712,1.177423,0.000001
149,633,8,9839,2007,0.830576,0.98752,0.060447,0.98752,0.939553,0.113921,0.838632,1.177536,0.000001
150,633,8,9838,2008,0.830491,0.98752,0.060453,0.98752,0.939547,0.113931,0.838552,1.177648,0.000001
151,633,8,9837,2009,0.830407,0.98752,0.060458,0.98752,0.939542,0.113941,0.838472,1.177761,0.000001
152,633,8,9831,2015,0.8299,0.98752,0.060493,0.98752,0.939507,0.114003,0.837992,1.178436,0.000001
153,633,8,9785,2061,0.826017,0.98752,0.06076,0.98752,0.93924,0.114477,0.834308,1.183639,0.000001
154,633,8,9771,2075,0.824835,0.98752,0.060842,0.98752,0.939158,0.114622,0.833187,1.185232,0.000001
155,633,8,9762,2084,0.824076,0.98752,0.060895,0.98752,0.939105,0.114715,0.832466,1.186258,0.000001
156,633,8,9761,2085,0.823991,0.98752,0.060901,0.98752,0.939099,0.114726,0.832386,1.186373,0.000001
157,633,8,9757,2089,0.823654,0.98752,0.060924,0.98752,0.939076,0.114767,0.832065,1.186829,0.000001
158,633,8,9744,2102,0.822556,0.98752,0.061,0.98752,0.939,0.114903,0.831024,1.188316,0.000001
159,633,8,9743,2103,0.822472,0.98752,0.061006,0.98752,0.938994,0.114913,0.830944,1.188431,0.000001
160,633,8,9721,2125,0.820615,0.98752,0.061136,0.98752,0.938864,0.115143,0.829182,1.190956,0.000001
161,633,8,9720,2126,0.82053,0.98752,0.061142,0.98752,0.938858,0.115154,0.829102,1.191071,0.000001
162,633,8,9719,2127,0.820446,0.98752,0.061148,0.98752,0.938852,0.115164,0.829022,1.191186,0.000001
163,633,8,9715,2131,0.820108,0.98752,0.061171,0.98752,0.938829,0.115206,0.828702,1.191646,0.000001
164,633,8,9711,2135,0.81977,0.98752,0.061195,0.98752,0.938805,0.115248,0.828382,1.192107,0.000001
165,633,8,9668,2178,0.81614,0.98752,0.06145,0.98752,0.93855,0.115701,0.824938,1.197083,0.000001
166,633,8,9643,2203,0.81403,0.98752,0.0616,0.98752,0.9384,0.115966,0.822936,1.199996,0.000001
167,633,8,9593,2253,0.809809,0.98752,0.061901,0.98752,0.938099,0.116499,0.818932,1.205863,0.000001
168,632,9,9548,2298,0.80601,0.985959,0.062083,0.985959,0.937917,0.11681,0.815248,1.209398,0.000001
169,632,9,9547,2299,0.805926,0.985959,0.062089,0.985959,0.937911,0.116821,0.815168,1.209517,0.000001
170,632,9,9546,2300,0.805842,0.985959,0.062095,0.985959,0.937905,0.116832,0.815088,1.209636,0.000001
171,632,9,9545,2301,0.805757,0.985959,0.062101,0.985959,0.937899,0.116842,0.815008,1.209755,0.000001
172,632,9,9494,2352,0.801452,0.985959,0.062414,0.985959,0.937586,0.117396,0.810923,1.215848,0.000001
173,632,9,9493,2353,0.801368,0.985959,0.06242,0.985959,0.93758,0.117407,0.810843,1.215968,0.000001
174,632,9,9491,2355,0.801199,0.985959,0.062432,0.985959,0.937568,0.117428,0.810683,1.216208,0.000001
175,632,9,9480,2366,0.80027,0.985959,0.0625,0.985959,0.9375,0.117549,0.809802,1.217531,0.000001
176,632,9,9471,2375,0.79951,0.985959,0.062556,0.985959,0.937444,0.117647,0.809081,1.218616,0.000001
177,632,9,9454,2392,0.798075,0.985959,0.062661,0.985959,0.937339,0.117834,0.80772,1.22067,0.000001
178,632,9,9453,2393,0.797991,0.985959,0.062667,0.985959,0.937333,0.117844,0.80764,1.220791,0.000001
179,632,9,9448,2398,0.797569,0.985959,0.062698,0.985959,0.937302,0.117899,0.80724,1.221396,0.000001
180,632,9,9445,2401,0.797316,0.985959,0.062717,0.985959,0.937283,0.117932,0.806999,1.22176,0.000001
181,632,9,9442,2404,0.797062,0.985959,0.062736,0.985959,0.937264,0.117965,0.806759,1.222124,0.000001
182,632,9,9441,2405,0.796978,0.985959,0.062742,0.985959,0.937258,0.117976,0.806679,1.222245,0.000001
183,632,9,9405,2441,0.793939,0.985959,0.062967,0.985959,0.937033,0.118374,0.803796,1.226629,0.000001
184,632,9,9404,2442,0.793854,0.985959,0.062973,0.985959,0.937027,0.118385,0.803716,1.226751,0.000001
185,632,9,9403,2443,0.79377,0.985959,0.06298,0.985959,0.93702,0.118396,0.803636,1.226873,0.000001
186,632,9,9399,2447,0.793432,0.985959,0.063005,0.985959,0.936995,0.118441,0.803315,1.227363,0.000001
187,632,9,9395,2451,0.793095,0.985959,0.06303,0.985959,0.93697,0.118485,0.802995,1.227852,0.000001
188,632,9,9394,2452,0.79301,0.985959,0.063036,0.985959,0.936964,0.118496,0.802915,1.227975,0.000001
189,632,9,9391,2455,0.792757,0.985959,0.063055,0.985959,0.936945,0.11853,0.802675,1.228342,0.000001
190,632,9,9390,2456,0.792673,0.985959,0.063061,0.985959,0.936939,0.118541,0.802595,1.228465,0.000001
191,632,9,9382,2464,0.791997,0.985959,0.063112,0.985959,0.936888,0.11863,0.801954,1.229446,0.000001
192,632,9,9379,2467,0.791744,0.985959,0.063131,0.985959,0.936869,0.118663,0.801714,1.229815,0.000001
193,632,9,9378,2468,0.79166,0.985959,0.063137,0.985959,0.936863,0.118674,0.801634,1.229938,0.000001
194,632,9,9372,2474,0.791153,0.985959,0.063175,0.985959,0.936825,0.118741,0.801153,1.230675,0.000001
195,632,9,9371,2475,0.791069,0.985959,0.063181,0.985959,0.936819,0.118752,0.801073,1.230798,0.000001
196,632,9,9363,2483,0.790393,0.985959,0.063232,0.985959,0.936768,0.118842,0.800432,1.231783,0.000001
197,632,9,9362,2484,0.790309,0.985959,0.063238,0.985959,0.936762,0.118853,0.800352,1.231907,0.000001
198,632,9,9360,2486,0.79014,0.985959,0.063251,0.985959,0.936749,0.118875,0.800192,1.232153,0.000001
199,632,9,9355,2491,0.789718,0.985959,0.063282,0.985959,0.936718,0.118931,0.799792,1.23277,0.000001
200,632,9,9333,2513,0.787861,0.985959,0.063422,0.985959,0.936578,0.119178,0.79803,1.235492,0.000001
201,632,9,9331,2515,0.787692,0.985959,0.063435,0.985959,0.936565,0.1192,0.79787,1.23574,0.000001
202,632,9,9326,2520,0.78727,0.985959,0.063467,0.985959,0.936533,0.119257,0.797469,1.23636,0.000001
203,632,9,9321,2525,0.786848,0.985959,0.063498,0.985959,0.936502,0.119313,0.797069,1.236981,0.000001
204,632,9,9316,2530,0.786426,0.985959,0.06353,0.985959,0.93647,0.119369,0.796669,1.237603,0.000001
205,632,9,9313,2533,0.786173,0.985959,0.06355,0.985959,0.93645,0.119403,0.796428,1.237976,0.000001
206,632,9,9312,2534,0.786088,0.985959,0.063556,0.985959,0.936444,0.119414,0.796348,1.238101,0.000001
207,632,9,9311,2535,0.786004,0.985959,0.063562,0.985959,0.936438,0.119426,0.796268,1.238225,0.000001
208,632,9,9310,2536,0.785919,0.985959,0.063569,0.985959,0.936431,0.119437,0.796188,1.23835,0.000001
209,632,9,9309,2537,0.785835,0.985959,0.063575,0.985959,0.936425,0.119448,0.796108,1.238475,0.000001
210,632,9,9305,2541,0.785497,0.985959,0.063601,0.985959,0.936399,0.119493,0.795788,1.238973,0.000002
211,632,9,9304,2542,0.785413,0.985959,0.063607,0.985959,0.936393,0.119505,0.795708,1.239098,0.000002
212,632,9,9299,2547,0.784991,0.985959,0.063639,0.985959,0.936361,0.119561,0.795307,1.239722,0.000002
213,632,9,9298,2548,0.784906,0.985959,0.063646,0.985959,0.936354,0.119572,0.795227,1.239846,0.000002
214,631,10,9292,2554,0.7844,0.984399,0.06359,0.984399,0.93641,0.119462,0.794666,1.238758,0.000002
215,631,10,9291,2555,0.784315,0.984399,0.063596,0.984399,0.936404,0.119474,0.794586,1.238883,0.000002
216,631,10,9285,2561,0.783809,0.984399,0.063635,0.984399,0.936365,0.119542,0.794106,1.239632,0.000002
217,631,10,9283,2563,0.78364,0.984399,0.063647,0.984399,0.936353,0.119564,0.793946,1.239882,0.000002
218,631,10,9282,2564,0.783556,0.984399,0.063654,0.984399,0.936346,0.119576,0.793866,1.240008,0.000002
219,631,10,9280,2566,0.783387,0.984399,0.063667,0.984399,0.936333,0.119598,0.793705,1.240258,0.000002
220,631,10,9277,2569,0.783134,0.984399,0.063686,0.984399,0.936314,0.119632,0.793465,1.240633,0.000002
221,631,10,9276,2570,0.783049,0.984399,0.063692,0.984399,0.936308,0.119644,0.793385,1.240759,0.000002
222,630,11,9273,2573,0.782796,0.982839,0.063617,0.982839,0.936383,0.119499,0.793065,1.239293,0.000002
223,630,11,9268,2578,0.782374,0.982839,0.063649,0.982839,0.936351,0.119556,0.792664,1.239919,0.000002
224,630,11,9263,2583,0.781952,0.982839,0.063681,0.982839,0.936319,0.119613,0.792264,1.240545,0.000002
225,630,11,9262,2584,0.781867,0.982839,0.063688,0.982839,0.936312,0.119624,0.792184,1.240671,0.000002
226,630,11,9256,2590,0.781361,0.982839,0.063726,0.982839,0.936274,0.119692,0.791703,1.241424,0.000002
227,630,11,9255,2591,0.781276,0.982839,0.063733,0.982839,0.936267,0.119704,0.791623,1.241549,0.000002
228,630,11,9253,2593,0.781108,0.982839,0.063746,0.982839,0.936254,0.119726,0.791463,1.241801,0.000002
229,630,11,9249,2597,0.78077,0.982839,0.063772,0.982839,0.936228,0.119772,0.791143,1.242303,0.000002
230,630,11,9246,2600,0.780517,0.982839,0.063791,0.982839,0.936209,0.119806,0.790903,1.242681,0.000002
231,630,11,9245,2601,0.780432,0.982839,0.063797,0.982839,0.936203,0.119817,0.790822,1.242807,0.000002
232,630,11,9239,2607,0.779926,0.982839,0.063836,0.982839,0.936164,0.119886,0.790342,1.243562,0.000002
233,630,11,9236,2610,0.779672,0.982839,0.063856,0.982839,0.936144,0.11992,0.790102,1.24394,0.000002
234,630,11,9235,2611,0.779588,0.982839,0.063862,0.982839,0.936138,0.119931,0.790022,1.244066,0.000002
235,630,11,9234,2612,0.779504,0.982839,0.063869,0.982839,0.936131,0.119943,0.789942,1.244192,0.000002
236,630,11,9233,2613,0.779419,0.982839,0.063875,0.982839,0.936125,0.119954,0.789861,1.244319,0.000002
237,630,11,9228,2618,0.778997,0.982839,0.063907,0.982839,0.936093,0.120011,0.789461,1.24495,0.000002
238,630,11,9225,2621,0.778744,0.982839,0.063927,0.982839,0.936073,0.120046,0.789221,1.245329,0.000002
239,630,11,9222,2624,0.778491,0.982839,0.063946,0.982839,0.936054,0.12008,0.788981,1.245708,0.000002
240,630,11,9221,2625,0.778406,0.982839,0.063953,0.982839,0.936047,0.120091,0.7889,1.245834,0.000002
241,630,11,9220,2626,0.778322,0.982839,0.063959,0.982839,0.936041,0.120103,0.78882,1.245961,0.000002
242,630,11,9211,2635,0.777562,0.982839,0.064018,0.982839,0.935982,0.120206,0.7881,1.2471,0.000002
243,630,11,9205,2641,0.777056,0.982839,0.064057,0.982839,0.935943,0.120275,0.787619,1.247861,0.000002
244,630,11,9204,2642,0.776971,0.982839,0.064063,0.982839,0.935937,0.120286,0.787539,1.247988,0.000002
245,630,11,9202,2644,0.776802,0.982839,0.064076,0.982839,0.935924,0.120309,0.787379,1.248242,0.000002
246,630,11,9201,2645,0.776718,0.982839,0.064083,0.982839,0.935917,0.120321,0.787299,1.248369,0.000002
247,630,11,9187,2659,0.775536,0.982839,0.064174,0.982839,0.935826,0.120482,0.786178,1.250149,0.000002
248,630,11,9185,2661,0.775367,0.982839,0.064187,0.982839,0.935813,0.120505,0.786017,1.250404,0.000002
