"Instance_number","'True Positives'","'False Negatives'","'False Positives'","'True Negatives'","'False Positive Rate'","'True Positive Rate'","Precision","Recall","Fallout","FMeasure","'Sample Size'","Lift","Threshold"
0,1153,0,18739,0,1,1,0.057963,1,0.942037,0.109575,1,1,0
1,1153,0,18713,26,0.998613,1,0.058039,1,0.941961,0.10971,0.998693,1.001309,0
2,1152,1,18670,69,0.996318,0.999133,0.058117,0.999133,0.941883,0.109845,0.996481,1.002661,0
3,1152,1,18620,119,0.99365,0.999133,0.058264,0.999133,0.941736,0.110108,0.993967,1.005197,0
4,1152,1,18606,133,0.992903,0.999133,0.058305,0.999133,0.941695,0.110181,0.993264,1.005909,0
5,1152,1,18605,134,0.992849,0.999133,0.058308,0.999133,0.941692,0.110187,0.993213,1.00596,0
6,1152,1,18556,183,0.990234,0.999133,0.058453,0.999133,0.941547,0.110445,0.99075,1.008461,0
7,1152,1,18508,231,0.987673,0.999133,0.058596,0.999133,0.941404,0.1107,0.988337,1.010923,0
8,1152,1,18475,264,0.985912,0.999133,0.058695,0.999133,0.941305,0.110876,0.986678,1.012623,0
9,1152,1,18428,311,0.983404,0.999133,0.058836,0.999133,0.941164,0.111127,0.984315,1.015054,0
10,1152,1,18394,345,0.981589,0.999133,0.058938,0.999133,0.941062,0.11131,0.982606,1.016819,0
11,1152,1,18350,389,0.979241,0.999133,0.059071,0.999133,0.940929,0.111547,0.980394,1.019113,0
12,1152,1,18331,408,0.978227,0.999133,0.059128,0.999133,0.940872,0.11165,0.979439,1.020107,0
13,1152,1,18330,409,0.978174,0.999133,0.059132,0.999133,0.940868,0.111655,0.979389,1.02016,0
14,1152,1,18296,443,0.976359,0.999133,0.059235,0.999133,0.940765,0.111839,0.977679,1.021943,0.000001
15,1152,1,18294,445,0.976253,0.999133,0.059241,0.999133,0.940759,0.11185,0.977579,1.022048,0.000001
16,1152,1,18287,452,0.975879,0.999133,0.059262,0.999133,0.940738,0.111888,0.977227,1.022416,0.000001
17,1152,1,18270,469,0.974972,0.999133,0.059314,0.999133,0.940686,0.111981,0.976372,1.023311,0.000001
18,1152,1,18256,483,0.974225,0.999133,0.059357,0.999133,0.940643,0.112057,0.975669,1.024049,0.000001
19,1152,1,18227,512,0.972677,0.999133,0.059446,0.999133,0.940554,0.112215,0.974211,1.025582,0.000001
20,1152,1,18223,516,0.972464,0.999133,0.059458,0.999133,0.940542,0.112237,0.97401,1.025793,0.000001
21,1152,1,18222,517,0.97241,0.999133,0.059461,0.999133,0.940539,0.112242,0.973959,1.025846,0.000001
22,1152,1,18194,545,0.970916,0.999133,0.059547,0.999133,0.940453,0.112396,0.972552,1.027331,0.000001
23,1152,1,18165,574,0.969369,0.999133,0.059637,0.999133,0.940363,0.112555,0.971094,1.028873,0.000001
24,1152,1,18147,592,0.968408,0.999133,0.059692,0.999133,0.940308,0.112654,0.970189,1.029833,0.000001
25,1152,1,18120,619,0.966967,0.999133,0.059776,0.999133,0.940224,0.112803,0.968832,1.031276,0.000001
26,1152,1,18118,621,0.966861,0.999133,0.059782,0.999133,0.940218,0.112814,0.968731,1.031383,0.000001
27,1152,1,18117,622,0.966807,0.999133,0.059785,0.999133,0.940215,0.11282,0.968681,1.031436,0.000001
28,1152,1,18098,641,0.965793,0.999133,0.059844,0.999133,0.940156,0.112925,0.967726,1.032454,0.000001
29,1152,1,18096,643,0.965687,0.999133,0.05985,0.999133,0.94015,0.112936,0.967625,1.032562,0.000001
30,1152,1,18075,664,0.964566,0.999133,0.059916,0.999133,0.940084,0.113052,0.966569,1.033689,0.000001
31,1152,1,18062,677,0.963872,0.999133,0.059956,0.999133,0.940044,0.113124,0.965916,1.034389,0.000001
32,1152,1,18060,679,0.963765,0.999133,0.059963,0.999133,0.940037,0.113135,0.965815,1.034497,0.000001
33,1152,1,18057,682,0.963605,0.999133,0.059972,0.999133,0.940028,0.113152,0.965665,1.034658,0.000001
34,1152,1,18056,683,0.963552,0.999133,0.059975,0.999133,0.940025,0.113158,0.965614,1.034712,0.000001
35,1152,1,18043,696,0.962858,0.999133,0.060016,0.999133,0.939984,0.11323,0.964961,1.035413,0.000001
36,1152,1,18041,698,0.962751,0.999133,0.060022,0.999133,0.939978,0.113241,0.96486,1.035521,0.000001
37,1152,1,18019,720,0.961577,0.999133,0.060091,0.999133,0.939909,0.113364,0.963754,1.036709,0.000001
38,1152,1,18016,723,0.961417,0.999133,0.0601,0.999133,0.9399,0.11338,0.963603,1.036871,0.000001
39,1152,1,18015,724,0.961364,0.999133,0.060103,0.999133,0.939897,0.113386,0.963553,1.036925,0.000001
40,1152,1,18014,725,0.961311,0.999133,0.060106,0.999133,0.939894,0.113391,0.963503,1.036979,0.000001
41,1152,1,18013,726,0.961257,0.999133,0.06011,0.999133,0.93989,0.113397,0.963453,1.037034,0.000001
42,1152,1,18004,735,0.960777,0.999133,0.060138,0.999133,0.939862,0.113447,0.963,1.037521,0.000001
43,1152,1,18003,736,0.960724,0.999133,0.060141,0.999133,0.939859,0.113453,0.96295,1.037575,0.000001
44,1152,1,17997,742,0.960403,0.999133,0.06016,0.999133,0.93984,0.113486,0.962648,1.0379,0.000001
45,1152,1,17990,749,0.96003,0.999133,0.060182,0.999133,0.939818,0.113525,0.962296,1.03828,0.000001
46,1152,1,17981,758,0.95955,0.999133,0.06021,0.999133,0.93979,0.113576,0.961844,1.038768,0.000001
47,1152,1,17959,780,0.958376,0.999133,0.060279,0.999133,0.939721,0.113699,0.960738,1.039964,0.000001
48,1149,4,17957,782,0.958269,0.996531,0.060138,0.996531,0.939862,0.113431,0.960487,1.037527,0.000001
49,1149,4,17956,783,0.958215,0.996531,0.060141,0.996531,0.939859,0.113437,0.960436,1.037581,0.000001
50,1149,4,17955,784,0.958162,0.996531,0.060144,0.996531,0.939856,0.113442,0.960386,1.037636,0.000001
51,1149,4,17941,798,0.957415,0.996531,0.060189,0.996531,0.939811,0.113521,0.959682,1.038397,0.000001
52,1149,4,17933,806,0.956988,0.996531,0.060214,0.996531,0.939786,0.113566,0.95928,1.038832,0.000001
53,1149,4,17927,812,0.956668,0.996531,0.060233,0.996531,0.939767,0.113599,0.958978,1.039159,0.000001
54,1149,4,17916,823,0.956081,0.996531,0.060268,0.996531,0.939732,0.113661,0.958425,1.039758,0.000001
55,1149,4,17890,849,0.954693,0.996531,0.06035,0.996531,0.93965,0.113807,0.957118,1.041178,0.000001
56,1149,4,17885,854,0.954427,0.996531,0.060366,0.996531,0.939634,0.113836,0.956867,1.041452,0.000001
57,1149,4,17874,865,0.95384,0.996531,0.060401,0.996531,0.939599,0.113898,0.956314,1.042054,0.000001
58,1149,4,17856,883,0.952879,0.996531,0.060458,0.996531,0.939542,0.113999,0.955409,1.043041,0.000001
59,1149,4,17851,888,0.952612,0.996531,0.060474,0.996531,0.939526,0.114028,0.955158,1.043315,0.000001
60,1149,4,17845,894,0.952292,0.996531,0.060493,0.996531,0.939507,0.114062,0.954856,1.043645,0.000001
61,1149,4,17837,902,0.951865,0.996531,0.060518,0.996531,0.939482,0.114107,0.954454,1.044085,0.000001
62,1149,4,17816,923,0.950744,0.996531,0.060585,0.996531,0.939415,0.114226,0.953398,1.045241,0.000001
63,1149,4,17807,932,0.950264,0.996531,0.060614,0.996531,0.939386,0.114277,0.952946,1.045737,0.000001
64,1149,4,17800,939,0.949891,0.996531,0.060636,0.996531,0.939364,0.114317,0.952594,1.046123,0.000001
65,1149,4,17798,941,0.949784,0.996531,0.060643,0.996531,0.939357,0.114328,0.952493,1.046234,0.000001
66,1149,4,17782,957,0.94893,0.996531,0.060694,0.996531,0.939306,0.114419,0.951689,1.047118,0.000001
67,1149,4,17779,960,0.94877,0.996531,0.060704,0.996531,0.939296,0.114437,0.951538,1.047284,0.000001
68,1149,4,17778,961,0.948717,0.996531,0.060707,0.996531,0.939293,0.114442,0.951488,1.047339,0.000001
69,1149,4,17772,967,0.948396,0.996531,0.060726,0.996531,0.939274,0.114476,0.951186,1.047671,0.000001
70,1149,4,17764,975,0.947969,0.996531,0.060752,0.996531,0.939248,0.114522,0.950784,1.048115,0.000001
71,1149,4,17756,983,0.947543,0.996531,0.060778,0.996531,0.939222,0.114568,0.950382,1.048558,0.000001
72,1148,5,17724,1015,0.945835,0.995663,0.060831,0.995663,0.939169,0.114657,0.948723,1.049477,0.000001
73,1148,5,17719,1020,0.945568,0.995663,0.060847,0.995663,0.939153,0.114685,0.948472,1.049756,0.000001
74,1148,5,17685,1054,0.943754,0.995663,0.060957,0.995663,0.939043,0.11488,0.946763,1.051651,0.000001
75,1148,5,17680,1059,0.943487,0.995663,0.060973,0.995663,0.939027,0.114909,0.946511,1.05193,0.000001
76,1148,5,17665,1074,0.942686,0.995663,0.061022,0.995663,0.938978,0.114995,0.945757,1.052769,0.000001
77,1148,5,17664,1075,0.942633,0.995663,0.061025,0.995663,0.938975,0.115001,0.945707,1.052825,0.000001
78,1146,7,17659,1080,0.942366,0.993929,0.060941,0.993929,0.939059,0.114841,0.945355,1.051382,0.000001
79,1146,7,17653,1086,0.942046,0.993929,0.060961,0.993929,0.939039,0.114876,0.945053,1.051717,0.000001
80,1146,7,17650,1089,0.941886,0.993929,0.06097,0.993929,0.93903,0.114893,0.944902,1.051885,0.000001
81,1146,7,17647,1092,0.941726,0.993929,0.06098,0.993929,0.93902,0.11491,0.944752,1.052053,0.000001
82,1146,7,17646,1093,0.941672,0.993929,0.060983,0.993929,0.939017,0.114916,0.944701,1.052109,0.000001
83,1146,7,17641,1098,0.941406,0.993929,0.061,0.993929,0.939,0.114945,0.94445,1.052389,0.000001
84,1146,7,17640,1099,0.941352,0.993929,0.061003,0.993929,0.938997,0.114951,0.9444,1.052445,0.000001
85,1146,7,17634,1105,0.941032,0.993929,0.061022,0.993929,0.938978,0.114985,0.944098,1.052781,0.000001
86,1146,7,17608,1131,0.939645,0.993929,0.061107,0.993929,0.938893,0.115135,0.942791,1.054241,0.000001
87,1146,7,17604,1135,0.939431,0.993929,0.06112,0.993929,0.93888,0.115159,0.94259,1.054466,0.000001
88,1146,7,17588,1151,0.938577,0.993929,0.061172,0.993929,0.938828,0.115251,0.941786,1.055366,0.000001
89,1146,7,17586,1153,0.938471,0.993929,0.061179,0.993929,0.938821,0.115263,0.941685,1.055479,0.000001
90,1146,7,17585,1154,0.938417,0.993929,0.061182,0.993929,0.938818,0.115269,0.941635,1.055535,0.000001
91,1146,7,17579,1160,0.938097,0.993929,0.061202,0.993929,0.938798,0.115303,0.941333,1.055874,0.000001
92,1146,7,17576,1163,0.937937,0.993929,0.061211,0.993929,0.938789,0.115321,0.941182,1.056043,0.000001
93,1146,7,17574,1165,0.93783,0.993929,0.061218,0.993929,0.938782,0.115332,0.941082,1.056156,0.000001
94,1146,7,17572,1167,0.937723,0.993929,0.061224,0.993929,0.938776,0.115344,0.940981,1.056268,0.000001
95,1146,7,17539,1200,0.935962,0.993929,0.061333,0.993929,0.938667,0.115536,0.939322,1.058134,0.000001
96,1146,7,17537,1202,0.935856,0.993929,0.061339,0.993929,0.938661,0.115547,0.939222,1.058247,0.000001
97,1146,7,17525,1214,0.935215,0.993929,0.061379,0.993929,0.938621,0.115617,0.938619,1.058927,0.000002
98,1146,7,17522,1217,0.935055,0.993929,0.061388,0.993929,0.938612,0.115635,0.938468,1.059098,0.000002
99,1146,7,17511,1228,0.934468,0.993929,0.061425,0.993929,0.938575,0.115699,0.937915,1.059722,0.000002
100,1146,7,17509,1230,0.934361,0.993929,0.061431,0.993929,0.938569,0.115711,0.937814,1.059836,0.000002
101,1146,7,17493,1246,0.933508,0.993929,0.061484,0.993929,0.938516,0.115804,0.93701,1.060745,0.000002
102,1146,7,17491,1248,0.933401,0.993929,0.061491,0.993929,0.938509,0.115816,0.936909,1.060859,0.000002
103,1146,7,17489,1250,0.933294,0.993929,0.061497,0.993929,0.938503,0.115828,0.936809,1.060973,0.000002
104,1146,7,17488,1251,0.933241,0.993929,0.0615,0.993929,0.9385,0.115834,0.936758,1.06103,0.000002
105,1146,7,17480,1259,0.932814,0.993929,0.061527,0.993929,0.938473,0.11588,0.936356,1.061486,0.000002
106,1146,7,17477,1262,0.932654,0.993929,0.061537,0.993929,0.938463,0.115898,0.936206,1.061657,0.000002
107,1146,7,17472,1267,0.932387,0.993929,0.061553,0.993929,0.938447,0.115927,0.935954,1.061942,0.000002
108,1146,7,17471,1268,0.932334,0.993929,0.061557,0.993929,0.938443,0.115933,0.935904,1.061999,0.000002
109,1146,7,17469,1270,0.932227,0.993929,0.061563,0.993929,0.938437,0.115945,0.935803,1.062113,0.000002
110,1146,7,17462,1277,0.931853,0.993929,0.061586,0.993929,0.938414,0.115986,0.935451,1.062513,0.000002
111,1146,7,17452,1287,0.93132,0.993929,0.06162,0.993929,0.93838,0.116045,0.934949,1.063084,0.000002
112,1146,7,17443,1296,0.930839,0.993929,0.061649,0.993929,0.938351,0.116098,0.934496,1.063599,0.000002
113,1146,7,17442,1297,0.930786,0.993929,0.061653,0.993929,0.938347,0.116104,0.934446,1.063656,0.000002
114,1146,7,17437,1302,0.930519,0.993929,0.061669,0.993929,0.938331,0.116133,0.934195,1.063942,0.000002
115,1146,7,17428,1311,0.930039,0.993929,0.061699,0.993929,0.938301,0.116186,0.933742,1.064457,0.000002
116,1146,7,17418,1321,0.929505,0.993929,0.061732,0.993929,0.938268,0.116245,0.933239,1.065031,0.000002
117,1146,7,17406,1333,0.928865,0.993929,0.061772,0.993929,0.938228,0.116316,0.932636,1.06572,0.000002
118,1146,7,17405,1334,0.928812,0.993929,0.061776,0.993929,0.938224,0.116322,0.932586,1.065777,0.000002
119,1146,7,17401,1338,0.928598,0.993929,0.061789,0.993929,0.938211,0.116345,0.932385,1.066007,0.000002
120,1146,7,17390,1349,0.928011,0.993929,0.061826,0.993929,0.938174,0.11641,0.931832,1.06664,0.000002
121,1146,7,17389,1350,0.927958,0.993929,0.061829,0.993929,0.938171,0.116416,0.931782,1.066697,0.000002
122,1146,7,17375,1364,0.927211,0.993929,0.061876,0.993929,0.938124,0.116499,0.931078,1.067504,0.000002
123,1146,7,17372,1367,0.927051,0.993929,0.061886,0.993929,0.938114,0.116517,0.930927,1.067676,0.000002
124,1146,7,17364,1375,0.926624,0.993929,0.061912,0.993929,0.938088,0.116564,0.930525,1.068138,0.000002
125,1146,7,17363,1376,0.92657,0.993929,0.061916,0.993929,0.938084,0.11657,0.930475,1.068196,0.000002
126,1146,7,17362,1377,0.926517,0.993929,0.061919,0.993929,0.938081,0.116576,0.930424,1.068253,0.000002
127,1146,7,17349,1390,0.925823,0.993929,0.061963,0.993929,0.938037,0.116653,0.929771,1.069004,0.000002
128,1146,7,17330,1409,0.924809,0.993929,0.062026,0.993929,0.937974,0.116766,0.928816,1.070104,0.000002
129,1146,7,17328,1411,0.924702,0.993929,0.062033,0.993929,0.937967,0.116778,0.928715,1.070219,0.000002
130,1146,7,17326,1413,0.924596,0.993929,0.06204,0.993929,0.93796,0.11679,0.928615,1.070335,0.000002
131,1146,7,17325,1414,0.924542,0.993929,0.062043,0.993929,0.937957,0.116796,0.928564,1.070393,0.000002
132,1146,7,17315,1424,0.924009,0.993929,0.062077,0.993929,0.937923,0.116855,0.928062,1.070973,0.000002
133,1146,7,17311,1428,0.923795,0.993929,0.06209,0.993929,0.93791,0.116879,0.92786,1.071205,0.000002
134,1146,7,17310,1429,0.923742,0.993929,0.062094,0.993929,0.937906,0.116885,0.92781,1.071263,0.000002
135,1146,7,17292,1447,0.922781,0.993929,0.062154,0.993929,0.937846,0.116992,0.926905,1.072309,0.000002
136,1146,7,17289,1450,0.922621,0.993929,0.062164,0.993929,0.937836,0.11701,0.926754,1.072483,0.000002
137,1146,7,17287,1452,0.922515,0.993929,0.062171,0.993929,0.937829,0.117022,0.926654,1.0726,0.000002
138,1146,7,17285,1454,0.922408,0.993929,0.062178,0.993929,0.937822,0.117034,0.926553,1.072716,0.000002
139,1146,7,17282,1457,0.922248,0.993929,0.062188,0.993929,0.937812,0.117052,0.926403,1.072891,0.000002
140,1146,7,17279,1460,0.922088,0.993929,0.062198,0.993929,0.937802,0.11707,0.926252,1.073066,0.000002
141,1146,7,17278,1461,0.922034,0.993929,0.062201,0.993929,0.937799,0.117076,0.926201,1.073124,0.000002
142,1146,7,17267,1472,0.921447,0.993929,0.062239,0.993929,0.937761,0.117142,0.925649,1.073765,0.000002
143,1146,7,17253,1486,0.9207,0.993929,0.062286,0.993929,0.937714,0.117226,0.924945,1.074582,0.000002
144,1146,7,17250,1489,0.92054,0.993929,0.062296,0.993929,0.937704,0.117244,0.924794,1.074757,0.000002
145,1146,7,17244,1495,0.92022,0.993929,0.062316,0.993929,0.937684,0.11728,0.924492,1.075108,0.000002
146,1146,7,17232,1507,0.919579,0.993929,0.062357,0.993929,0.937643,0.117352,0.923889,1.07581,0.000002
147,1146,7,17210,1529,0.918405,0.993929,0.062432,0.993929,0.937568,0.117484,0.922783,1.077099,0.000002
148,1146,7,17208,1531,0.918299,0.993929,0.062439,0.993929,0.937561,0.117496,0.922682,1.077217,0.000002
149,1146,7,17200,1539,0.917872,0.993929,0.062466,0.993929,0.937534,0.117544,0.92228,1.077686,0.000002
150,1146,7,17199,1540,0.917818,0.993929,0.062469,0.993929,0.937531,0.117551,0.92223,1.077745,0.000002
151,1146,7,17197,1542,0.917712,0.993929,0.062476,0.993929,0.937524,0.117563,0.922129,1.077863,0.000002
152,1146,7,17195,1544,0.917605,0.993929,0.062483,0.993929,0.937517,0.117575,0.922029,1.07798,0.000002
153,1146,7,17162,1577,0.915844,0.993929,0.062596,0.993929,0.937404,0.117774,0.92037,1.079923,0.000002
154,1146,7,17158,1581,0.915631,0.993929,0.062609,0.993929,0.937391,0.117798,0.920169,1.080159,0.000002
155,1146,7,17149,1590,0.91515,0.993929,0.06264,0.993929,0.93736,0.117853,0.919716,1.080691,0.000002
156,1146,7,17138,1601,0.914563,0.993929,0.062678,0.993929,0.937322,0.117919,0.919163,1.081341,0.000002
157,1146,7,17137,1602,0.91451,0.993929,0.062681,0.993929,0.937319,0.117925,0.919113,1.0814,0.000002
158,1146,7,17134,1605,0.91435,0.993929,0.062691,0.993929,0.937309,0.117944,0.918962,1.081577,0.000002
159,1145,8,17126,1613,0.913923,0.993062,0.062668,0.993062,0.937332,0.117895,0.91851,1.081166,0.000002
160,1145,8,17115,1624,0.913336,0.993062,0.062705,0.993062,0.937295,0.117962,0.917957,1.081817,0.000002
161,1145,8,17108,1631,0.912962,0.993062,0.062729,0.993062,0.937271,0.118005,0.917605,1.082232,0.000002
162,1145,8,17102,1637,0.912642,0.993062,0.06275,0.993062,0.93725,0.118041,0.917303,1.082588,0.000002
163,1145,8,17101,1638,0.912589,0.993062,0.062753,0.993062,0.937247,0.118047,0.917253,1.082647,0.000002
164,1145,8,17100,1639,0.912535,0.993062,0.062757,0.993062,0.937243,0.118053,0.917203,1.082707,0.000002
165,1145,8,17095,1644,0.912269,0.993062,0.062774,0.993062,0.937226,0.118084,0.916952,1.083003,0.000002
166,1145,8,17094,1645,0.912215,0.993062,0.062778,0.993062,0.937222,0.11809,0.916901,1.083063,0.000002
167,1145,8,17061,1678,0.910454,0.993062,0.062891,0.993062,0.937109,0.118291,0.915242,1.085026,0.000002
168,1145,8,17042,1697,0.90944,0.993062,0.062957,0.993062,0.937043,0.118407,0.914287,1.086159,0.000002
169,1145,8,17022,1717,0.908373,0.993062,0.063026,0.993062,0.936974,0.11853,0.913282,1.087355,0.000002
170,1145,8,17021,1718,0.90832,0.993062,0.06303,0.993062,0.93697,0.118536,0.913231,1.087415,0.000002
171,1145,8,17020,1719,0.908266,0.993062,0.063033,0.993062,0.936967,0.118542,0.913181,1.087475,0.000002
172,1145,8,17015,1724,0.907999,0.993062,0.063051,0.993062,0.936949,0.118573,0.91293,1.087774,0.000002
173,1145,8,16990,1749,0.906665,0.993062,0.063138,0.993062,0.936862,0.118727,0.911673,1.089274,0.000002
174,1145,8,16988,1751,0.906559,0.993062,0.063145,0.993062,0.936855,0.118739,0.911572,1.089394,0.000002
175,1145,8,16985,1754,0.906398,0.993062,0.063155,0.993062,0.936845,0.118757,0.911422,1.089574,0.000002
176,1145,8,16984,1755,0.906345,0.993062,0.063158,0.993062,0.936842,0.118764,0.911371,1.089634,0.000002
177,1145,8,16982,1757,0.906238,0.993062,0.063165,0.993062,0.936835,0.118776,0.911271,1.089755,0.000002
178,1145,8,16975,1764,0.905865,0.993062,0.06319,0.993062,0.93681,0.118819,0.910919,1.090176,0.000002
179,1145,8,16974,1765,0.905811,0.993062,0.063193,0.993062,0.936807,0.118825,0.910869,1.090236,0.000002
180,1145,8,16967,1772,0.905438,0.993062,0.063218,0.993062,0.936782,0.118868,0.910517,1.090657,0.000002
181,1145,8,16964,1775,0.905278,0.993062,0.063228,0.993062,0.936772,0.118887,0.910366,1.090838,0.000002
182,1145,8,16963,1776,0.905224,0.993062,0.063232,0.993062,0.936768,0.118893,0.910316,1.090898,0.000002
183,1145,8,16962,1777,0.905171,0.993062,0.063235,0.993062,0.936765,0.118899,0.910265,1.090958,0.000002
184,1145,8,16961,1778,0.905118,0.993062,0.063239,0.993062,0.936761,0.118905,0.910215,1.091018,0.000002
185,1145,8,16957,1782,0.904904,0.993062,0.063253,0.993062,0.936747,0.11893,0.910014,1.09126,0.000002
186,1145,8,16956,1783,0.904851,0.993062,0.063256,0.993062,0.936744,0.118936,0.909964,1.09132,0.000002
187,1145,8,16954,1785,0.904744,0.993062,0.063263,0.993062,0.936737,0.118949,0.909863,1.09144,0.000002
188,1145,8,16952,1787,0.904637,0.993062,0.06327,0.993062,0.93673,0.118961,0.909763,1.091561,0.000002
189,1145,8,16951,1788,0.904584,0.993062,0.063274,0.993062,0.936726,0.118967,0.909712,1.091621,0.000002
190,1145,8,16935,1804,0.90373,0.993062,0.06333,0.993062,0.93667,0.119066,0.908908,1.092587,0.000002
191,1145,8,16934,1805,0.903677,0.993062,0.063333,0.993062,0.936667,0.119072,0.908858,1.092648,0.000002
192,1145,8,16932,1807,0.90357,0.993062,0.06334,0.993062,0.93666,0.119085,0.908757,1.092769,0.000002
193,1145,8,16929,1810,0.90341,0.993062,0.063351,0.993062,0.936649,0.119103,0.908606,1.09295,0.000002
194,1144,9,16928,1811,0.903357,0.992194,0.063302,0.992194,0.936698,0.119012,0.908506,1.092116,0.000002
195,1144,9,16926,1813,0.90325,0.992194,0.063309,0.992194,0.936691,0.119024,0.908405,1.092237,0.000003
196,1144,9,16925,1814,0.903197,0.992194,0.063313,0.992194,0.936687,0.11903,0.908355,1.092298,0.000003
197,1144,9,16887,1852,0.901169,0.992194,0.063446,0.992194,0.936554,0.119266,0.906445,1.0946,0.000003
198,1144,9,16885,1854,0.901062,0.992194,0.063453,0.992194,0.936547,0.119278,0.906344,1.094721,0.000003
199,1144,9,16866,1873,0.900048,0.992194,0.06352,0.992194,0.93648,0.119397,0.905389,1.095876,0.000003
200,1144,9,16856,1883,0.899514,0.992194,0.063556,0.992194,0.936444,0.119459,0.904886,1.096485,0.000003
201,1144,9,16849,1890,0.899141,0.992194,0.06358,0.992194,0.93642,0.119503,0.904534,1.096911,0.000003
202,1144,9,16841,1898,0.898714,0.992194,0.063609,0.992194,0.936391,0.119553,0.904132,1.097399,0.000003
203,1144,9,16817,1922,0.897433,0.992194,0.063694,0.992194,0.936306,0.119703,0.902926,1.098866,0.000003
204,1144,9,16815,1924,0.897326,0.992194,0.063701,0.992194,0.936299,0.119715,0.902825,1.098988,0.000003
205,1144,9,16802,1937,0.896633,0.992194,0.063747,0.992194,0.936253,0.119797,0.902172,1.099784,0.000003
206,1144,9,16799,1940,0.896473,0.992194,0.063757,0.992194,0.936243,0.119816,0.902021,1.099968,0.000003
207,1144,9,16797,1942,0.896366,0.992194,0.063765,0.992194,0.936235,0.119828,0.90192,1.100091,0.000003
208,1144,9,16796,1943,0.896313,0.992194,0.063768,0.992194,0.936232,0.119834,0.90187,1.100152,0.000003
209,1144,9,16794,1945,0.896206,0.992194,0.063775,0.992194,0.936225,0.119847,0.90177,1.100275,0.000003
210,1144,9,16789,1950,0.895939,0.992194,0.063793,0.992194,0.936207,0.119878,0.901518,1.100582,0.000003
211,1144,9,16787,1952,0.895832,0.992194,0.0638,0.992194,0.9362,0.119891,0.901418,1.100704,0.000003
212,1144,9,16786,1953,0.895779,0.992194,0.063804,0.992194,0.936196,0.119897,0.901367,1.100766,0.000003
213,1144,9,16785,1954,0.895725,0.992194,0.063807,0.992194,0.936193,0.119904,0.901317,1.100827,0.000003
214,1144,9,16740,1999,0.893324,0.992194,0.063968,0.992194,0.936032,0.120187,0.899055,1.103597,0.000003
215,1144,9,16733,2006,0.892951,0.992194,0.063993,0.992194,0.936007,0.120231,0.898703,1.104029,0.000003
216,1144,9,16732,2007,0.892897,0.992194,0.063996,0.992194,0.936004,0.120238,0.898653,1.104091,0.000003
217,1144,9,16731,2008,0.892844,0.992194,0.064,0.992194,0.936,0.120244,0.898602,1.104153,0.000003
218,1144,9,16697,2042,0.891029,0.992194,0.064122,0.992194,0.935878,0.120459,0.896893,1.106257,0.000003
219,1144,9,16696,2043,0.890976,0.992194,0.064126,0.992194,0.935874,0.120465,0.896843,1.106319,0.000003
220,1144,9,16694,2045,0.890869,0.992194,0.064133,0.992194,0.935867,0.120478,0.896742,1.106443,0.000003
221,1144,9,16693,2046,0.890816,0.992194,0.064136,0.992194,0.935864,0.120484,0.896692,1.106505,0.000003
222,1144,9,16691,2048,0.890709,0.992194,0.064144,0.992194,0.935856,0.120497,0.896592,1.106629,0.000003
223,1144,9,16689,2050,0.890602,0.992194,0.064151,0.992194,0.935849,0.12051,0.896491,1.106753,0.000003
224,1144,9,16686,2053,0.890442,0.992194,0.064162,0.992194,0.935838,0.120529,0.89634,1.106939,0.000003
225,1144,9,16678,2061,0.890015,0.992194,0.06419,0.992194,0.93581,0.12058,0.895938,1.107436,0.000003
226,1144,9,16676,2063,0.889909,0.992194,0.064198,0.992194,0.935802,0.120592,0.895838,1.107561,0.000003
227,1144,9,16674,2065,0.889802,0.992194,0.064205,0.992194,0.935795,0.120605,0.895737,1.107685,0.000003
228,1144,9,16667,2072,0.889428,0.992194,0.06423,0.992194,0.93577,0.12065,0.895385,1.10812,0.000003
229,1144,9,16666,2073,0.889375,0.992194,0.064234,0.992194,0.935766,0.120656,0.895335,1.108182,0.000003
230,1144,9,16616,2123,0.886707,0.992194,0.064414,0.992194,0.935586,0.120975,0.892821,1.111302,0.000003
231,1144,9,16615,2124,0.886654,0.992194,0.064418,0.992194,0.935582,0.120981,0.892771,1.111365,0.000003
232,1144,9,16614,2125,0.8866,0.992194,0.064422,0.992194,0.935578,0.120988,0.892721,1.111427,0.000003
233,1144,9,16583,2156,0.884946,0.992194,0.064534,0.992194,0.935466,0.121186,0.891162,1.113371,0.000003
234,1144,9,16579,2160,0.884732,0.992194,0.064549,0.992194,0.935451,0.121212,0.890961,1.113622,0.000003
235,1144,9,16572,2167,0.884359,0.992194,0.064574,0.992194,0.935426,0.121257,0.890609,1.114062,0.000003
236,1144,9,16571,2168,0.884305,0.992194,0.064578,0.992194,0.935422,0.121264,0.890559,1.114125,0.000003
237,1144,9,16533,2206,0.882278,0.992194,0.064717,0.992194,0.935283,0.121508,0.888649,1.11652,0.000003
238,1144,9,16527,2212,0.881957,0.992194,0.064739,0.992194,0.935261,0.121547,0.888347,1.116899,0.000003
239,1144,9,16526,2213,0.881904,0.992194,0.064743,0.992194,0.935257,0.121553,0.888297,1.116963,0.000003
240,1144,9,16524,2215,0.881797,0.992194,0.06475,0.992194,0.93525,0.121566,0.888196,1.117089,0.000003
241,1144,9,16522,2217,0.881691,0.992194,0.064757,0.992194,0.935243,0.121579,0.888096,1.117215,0.000003
