"Instance_number","'True Positives'","'False Negatives'","'False Positives'","'True Negatives'","'False Positive Rate'","'True Positive Rate'","Precision","Recall","Fallout","FMeasure","'Sample Size'","Lift","Threshold"
23,828,325,4533,14206,0.241902,0.718127,0.154449,0.718127,0.845551,0.254222,0.269505,2.66461,0.018546
24,800,353,2946,15793,0.157212,0.693842,0.213561,0.693842,0.786439,0.326597,0.188317,3.684439,0.018575
25,800,353,2945,15794,0.157159,0.693842,0.213618,0.693842,0.786382,0.326664,0.188267,3.685423,0.018584
26,800,353,2943,15796,0.157052,0.693842,0.213732,0.693842,0.786268,0.326797,0.188166,3.687392,0.018595
27,800,353,2940,15799,0.156892,0.693842,0.213904,0.693842,0.786096,0.326998,0.188015,3.69035,0.018605
28,800,353,2939,15800,0.156839,0.693842,0.213961,0.693842,0.786039,0.327065,0.187965,3.691337,0.018605
29,800,353,2937,15802,0.156732,0.693842,0.214075,0.693842,0.785925,0.327198,0.187864,3.693312,0.018613
30,800,353,2936,15803,0.156679,0.693842,0.214133,0.693842,0.785867,0.327265,0.187814,3.694301,0.018622
31,800,353,2935,15804,0.156625,0.693842,0.21419,0.693842,0.78581,0.327332,0.187764,3.69529,0.018629
32,800,353,2933,15806,0.156518,0.693842,0.214305,0.693842,0.785695,0.327466,0.187663,3.69727,0.018656
33,800,353,2930,15809,0.156358,0.693842,0.214477,0.693842,0.785523,0.327667,0.187513,3.700243,0.018667
34,800,353,2928,15811,0.156252,0.693842,0.214592,0.693842,0.785408,0.327802,0.187412,3.702229,0.01867
35,800,353,2927,15812,0.156198,0.693842,0.21465,0.693842,0.78535,0.327869,0.187362,3.703222,0.018686
36,800,353,2925,15814,0.156092,0.693842,0.214765,0.693842,0.785235,0.328003,0.187261,3.70521,0.01869
37,800,353,2924,15815,0.156038,0.693842,0.214823,0.693842,0.785177,0.328071,0.187211,3.706205,0.018717
38,800,353,2921,15818,0.155878,0.693842,0.214996,0.693842,0.785004,0.328272,0.18706,3.709193,0.01874
39,800,353,2920,15819,0.155825,0.693842,0.215054,0.693842,0.784946,0.32834,0.18701,3.71019,0.018747
40,800,353,2918,15821,0.155718,0.693842,0.215169,0.693842,0.784831,0.328475,0.186909,3.712186,0.018747
41,800,353,2914,15825,0.155505,0.693842,0.215401,0.693842,0.784599,0.328745,0.186708,3.716184,0.018777
42,800,353,2911,15828,0.155344,0.693842,0.215575,0.693842,0.784425,0.328947,0.186557,3.719188,0.018779
43,800,353,2910,15829,0.155291,0.693842,0.215633,0.693842,0.784367,0.329015,0.186507,3.720191,0.01878
44,800,353,2909,15830,0.155238,0.693842,0.215692,0.693842,0.784308,0.329083,0.186457,3.721194,0.018783
45,799,354,2905,15834,0.155024,0.692975,0.215713,0.692975,0.784287,0.32901,0.186206,3.721559,0.018806
46,799,354,2903,15836,0.154918,0.692975,0.215829,0.692975,0.784171,0.329145,0.186105,3.72357,0.018825
47,799,354,2901,15838,0.154811,0.692975,0.215946,0.692975,0.784054,0.329281,0.186004,3.725583,0.018831
48,799,354,2899,15840,0.154704,0.692975,0.216063,0.692975,0.783937,0.329417,0.185904,3.727598,0.018865
49,799,354,2896,15843,0.154544,0.692975,0.216238,0.692975,0.783762,0.32962,0.185753,3.730624,0.018871
50,799,354,2892,15847,0.154331,0.692975,0.216473,0.692975,0.783527,0.329893,0.185552,3.734667,0.018873
51,799,354,2891,15848,0.154277,0.692975,0.216531,0.692975,0.783469,0.329961,0.185502,3.735679,0.01889
52,799,354,2889,15850,0.15417,0.692975,0.216649,0.692975,0.783351,0.330097,0.185401,3.737705,0.018898
53,799,354,2887,15852,0.154064,0.692975,0.216766,0.692975,0.783234,0.330234,0.185301,3.739733,0.018912
54,799,354,2886,15853,0.15401,0.692975,0.216825,0.692975,0.783175,0.330302,0.18525,3.740748,0.018913
55,799,354,2885,15854,0.153957,0.692975,0.216884,0.692975,0.783116,0.33037,0.1852,3.741763,0.018917
56,799,354,2883,15856,0.15385,0.692975,0.217002,0.692975,0.782998,0.330507,0.1851,3.743796,0.018919
57,799,354,2882,15857,0.153797,0.692975,0.217061,0.692975,0.782939,0.330575,0.185049,3.744813,0.018945
58,799,354,2879,15860,0.153637,0.692975,0.217238,0.692975,0.782762,0.33078,0.184898,3.747867,0.018956
59,799,354,2876,15863,0.153477,0.692975,0.217415,0.692975,0.782585,0.330986,0.184748,3.750927,0.01897
60,799,354,2872,15867,0.153263,0.692975,0.217652,0.692975,0.782348,0.33126,0.184547,3.755014,0.018991
61,799,354,2871,15868,0.15321,0.692975,0.217711,0.692975,0.782289,0.331329,0.184496,3.756037,0.018997
62,799,354,2870,15869,0.153157,0.692975,0.217771,0.692975,0.782229,0.331398,0.184446,3.757061,0.019002
63,799,354,2868,15871,0.15305,0.692975,0.217889,0.692975,0.782111,0.331535,0.184345,3.75911,0.019005
64,799,354,2867,15872,0.152996,0.692975,0.217949,0.692975,0.782051,0.331604,0.184295,3.760135,0.019006
65,799,354,2866,15873,0.152943,0.692975,0.218008,0.692975,0.781992,0.331673,0.184245,3.761161,0.019031
66,799,354,2865,15874,0.15289,0.692975,0.218068,0.692975,0.781932,0.331742,0.184195,3.762188,0.019048
67,799,354,2864,15875,0.152836,0.692975,0.218127,0.692975,0.781873,0.331811,0.184144,3.763215,0.019052
68,799,354,2862,15877,0.15273,0.692975,0.218246,0.692975,0.781754,0.331948,0.184044,3.765271,0.019068
69,799,354,2861,15878,0.152676,0.692975,0.218306,0.692975,0.781694,0.332017,0.183994,3.766299,0.019084
70,799,354,2860,15879,0.152623,0.692975,0.218366,0.692975,0.781634,0.332086,0.183943,3.767329,0.01909
71,799,354,2858,15881,0.152516,0.692975,0.218485,0.692975,0.781515,0.332225,0.183843,3.769389,0.019093
72,799,354,2857,15882,0.152463,0.692975,0.218545,0.692975,0.781455,0.332294,0.183792,3.77042,0.019094
73,799,354,2856,15883,0.152409,0.692975,0.218605,0.692975,0.781395,0.332363,0.183742,3.771452,0.019095
74,799,354,2855,15884,0.152356,0.692975,0.218664,0.692975,0.781336,0.332432,0.183692,3.772484,0.019118
75,799,354,2854,15885,0.152303,0.692975,0.218724,0.692975,0.781276,0.332501,0.183642,3.773516,0.019142
76,799,354,2852,15887,0.152196,0.692975,0.218844,0.692975,0.781156,0.332639,0.183541,3.775584,0.019146
77,799,354,2851,15888,0.152143,0.692975,0.218904,0.692975,0.781096,0.332709,0.183491,3.776618,0.019168
78,799,354,2847,15892,0.151929,0.692975,0.219144,0.692975,0.780856,0.332986,0.18329,3.780761,0.019182
79,799,354,2844,15895,0.151769,0.692975,0.219325,0.692975,0.780675,0.333194,0.183139,3.783875,0.019184
80,799,354,2840,15899,0.151556,0.692975,0.219566,0.692975,0.780434,0.333472,0.182938,3.788034,0.019185
81,799,354,2837,15902,0.151395,0.692975,0.219747,0.692975,0.780253,0.333681,0.182787,3.791159,0.019192
82,799,354,2835,15904,0.151289,0.692975,0.219868,0.692975,0.780132,0.333821,0.182687,3.793246,0.019238
83,799,354,2834,15905,0.151235,0.692975,0.219928,0.692975,0.780072,0.333891,0.182636,3.79429,0.019241
84,799,354,2833,15906,0.151182,0.692975,0.219989,0.692975,0.780011,0.33396,0.182586,3.795335,0.019263
85,799,354,2832,15907,0.151129,0.692975,0.22005,0.692975,0.77995,0.33403,0.182536,3.79638,0.019271
86,799,354,2831,15908,0.151075,0.692975,0.22011,0.692975,0.77989,0.3341,0.182485,3.797426,0.019277
87,799,354,2830,15909,0.151022,0.692975,0.220171,0.692975,0.779829,0.33417,0.182435,3.798472,0.01928
88,799,354,2826,15913,0.150808,0.692975,0.220414,0.692975,0.779586,0.33445,0.182234,3.802664,0.019281
89,799,354,2824,15915,0.150702,0.692975,0.220535,0.692975,0.779465,0.33459,0.182134,3.804763,0.019297
90,799,354,2822,15917,0.150595,0.692975,0.220657,0.692975,0.779343,0.33473,0.182033,3.806864,0.019298
91,799,354,2819,15920,0.150435,0.692975,0.22084,0.692975,0.77916,0.33494,0.181882,3.810021,0.019336
92,799,354,2818,15921,0.150382,0.692975,0.220901,0.692975,0.779099,0.33501,0.181832,3.811074,0.019338
93,799,354,2817,15922,0.150328,0.692975,0.220962,0.692975,0.779038,0.335081,0.181782,3.812128,0.019355
94,799,354,2816,15923,0.150275,0.692975,0.221024,0.692975,0.778976,0.335151,0.181731,3.813183,0.019374
95,799,354,2812,15927,0.150061,0.692975,0.221268,0.692975,0.778732,0.335432,0.18153,3.817407,0.019375
96,799,354,2808,15931,0.149848,0.692975,0.221514,0.692975,0.778486,0.335714,0.181329,3.82164,0.019377
97,799,354,2807,15932,0.149795,0.692975,0.221575,0.692975,0.778425,0.335785,0.181279,3.8227,0.01939
98,799,354,2803,15936,0.149581,0.692975,0.221821,0.692975,0.778179,0.336067,0.181078,3.826945,0.019403
99,799,354,2800,15939,0.149421,0.692975,0.222006,0.692975,0.777994,0.336279,0.180927,3.830135,0.019437
100,799,354,2797,15942,0.149261,0.692975,0.222191,0.692975,0.777809,0.336492,0.180776,3.83333,0.01945
101,799,354,2793,15946,0.149047,0.692975,0.222439,0.692975,0.777561,0.336776,0.180575,3.837599,0.019466
102,799,354,2788,15951,0.148781,0.692975,0.222749,0.692975,0.777251,0.337131,0.180324,3.842948,0.019471
103,799,354,2786,15953,0.148674,0.692975,0.222873,0.692975,0.777127,0.337273,0.180223,3.845092,0.019475
104,799,354,2784,15955,0.148567,0.692975,0.222997,0.692975,0.777003,0.337416,0.180123,3.847239,0.019481
105,799,354,2782,15957,0.14846,0.692975,0.223122,0.692975,0.776878,0.337558,0.180022,3.849387,0.019484
106,799,354,2779,15960,0.1483,0.692975,0.223309,0.692975,0.776691,0.337772,0.179871,3.852615,0.019485
107,798,355,2776,15963,0.14814,0.692108,0.223279,0.692108,0.776721,0.337635,0.17967,3.852099,0.019512
108,798,355,2775,15964,0.148087,0.692108,0.223342,0.692108,0.776658,0.337706,0.17962,3.853178,0.019537
109,798,355,2773,15966,0.14798,0.692108,0.223467,0.692108,0.776533,0.337849,0.179519,3.855336,0.019538
110,798,355,2767,15972,0.14766,0.692108,0.223843,0.692108,0.776157,0.338279,0.179218,3.861824,0.019546
111,797,356,2764,15975,0.1475,0.69124,0.223814,0.69124,0.776186,0.338142,0.179017,3.861317,0.019564
112,797,356,2761,15978,0.14734,0.69124,0.224002,0.69124,0.775998,0.338357,0.178866,3.864573,0.019576
113,797,356,2758,15981,0.14718,0.69124,0.224191,0.69124,0.775809,0.338573,0.178715,3.867834,0.019582
114,797,356,2755,15984,0.14702,0.69124,0.224381,0.69124,0.775619,0.338789,0.178564,3.871101,0.019588
115,797,356,2754,15985,0.146966,0.69124,0.224444,0.69124,0.775556,0.338861,0.178514,3.872191,0.019589
116,797,356,2752,15987,0.146859,0.69124,0.22457,0.69124,0.77543,0.339005,0.178413,3.874373,0.019622
117,797,356,2751,15988,0.146806,0.69124,0.224634,0.69124,0.775366,0.339077,0.178363,3.875465,0.019641
118,797,356,2747,15992,0.146593,0.69124,0.224887,0.69124,0.775113,0.339366,0.178162,3.879839,0.019644
119,797,356,2744,15995,0.146433,0.69124,0.225078,0.69124,0.774922,0.339582,0.178011,3.883126,0.019664
120,797,356,2740,15999,0.146219,0.69124,0.225332,0.69124,0.774668,0.339872,0.17781,3.887518,0.019679
121,797,356,2737,16002,0.146059,0.69124,0.225523,0.69124,0.774477,0.34009,0.177659,3.890818,0.01968
122,797,356,2735,16004,0.145952,0.69124,0.225651,0.69124,0.774349,0.340235,0.177559,3.893021,0.019695
123,797,356,2732,16007,0.145792,0.69124,0.225843,0.69124,0.774157,0.340453,0.177408,3.896331,0.019735
124,797,356,2730,16009,0.145685,0.69124,0.225971,0.69124,0.774029,0.340598,0.177307,3.89854,0.019746
125,797,356,2727,16012,0.145525,0.69124,0.226163,0.69124,0.773837,0.340817,0.177157,3.901859,0.019746
126,797,356,2724,16015,0.145365,0.69124,0.226356,0.69124,0.773644,0.341036,0.177006,3.905183,0.019773
127,797,356,2722,16017,0.145259,0.69124,0.226485,0.69124,0.773515,0.341182,0.176905,3.907403,0.019781
128,797,356,2721,16018,0.145205,0.69124,0.226549,0.69124,0.773451,0.341255,0.176855,3.908514,0.019812
129,797,356,2719,16020,0.145098,0.69124,0.226678,0.69124,0.773322,0.341401,0.176754,3.910737,0.019846
130,797,356,2717,16022,0.144992,0.69124,0.226807,0.69124,0.773193,0.341547,0.176654,3.912963,0.019849
131,797,356,2716,16023,0.144938,0.69124,0.226872,0.69124,0.773128,0.34162,0.176604,3.914077,0.019853
132,797,356,2715,16024,0.144885,0.69124,0.226936,0.69124,0.773064,0.341693,0.176553,3.915191,0.019853
133,797,356,2712,16027,0.144725,0.69124,0.22713,0.69124,0.77287,0.341913,0.176403,3.918538,0.019869
134,797,356,2710,16029,0.144618,0.69124,0.22726,0.69124,0.77274,0.34206,0.176302,3.920773,0.019877
135,797,356,2708,16031,0.144511,0.69124,0.227389,0.69124,0.772611,0.342207,0.176201,3.92301,0.019884
136,797,356,2706,16033,0.144405,0.69124,0.227519,0.69124,0.772481,0.342354,0.176101,3.92525,0.01989
137,797,356,2705,16034,0.144351,0.69124,0.227584,0.69124,0.772416,0.342427,0.176051,3.926371,0.019926
138,797,356,2704,16035,0.144298,0.69124,0.227649,0.69124,0.772351,0.342501,0.176,3.927492,0.01995
139,797,356,2703,16036,0.144245,0.69124,0.227714,0.69124,0.772286,0.342575,0.17595,3.928615,0.019963
140,797,356,2701,16038,0.144138,0.69124,0.227844,0.69124,0.772156,0.342722,0.17585,3.930861,0.019966
141,797,356,2700,16039,0.144085,0.69124,0.22791,0.69124,0.77209,0.342796,0.175799,3.931985,0.019975
142,797,356,2696,16043,0.143871,0.69124,0.228171,0.69124,0.771829,0.343091,0.175598,3.936488,0.019983
143,797,356,2694,16045,0.143764,0.69124,0.228301,0.69124,0.771699,0.343239,0.175498,3.938743,0.019988
144,797,356,2690,16049,0.143551,0.69124,0.228563,0.69124,0.771437,0.343534,0.175297,3.943261,0.019999
145,797,356,2687,16052,0.143391,0.69124,0.22876,0.69124,0.77124,0.343757,0.175146,3.946656,0.020027
146,797,356,2686,16053,0.143337,0.69124,0.228826,0.69124,0.771174,0.343831,0.175096,3.94779,0.020043
147,797,356,2683,16056,0.143177,0.69124,0.229023,0.69124,0.770977,0.344054,0.174945,3.951193,0.020056
148,797,356,2680,16059,0.143017,0.69124,0.229221,0.69124,0.770779,0.344276,0.174794,3.954602,0.020074
149,797,356,2678,16061,0.142911,0.69124,0.229353,0.69124,0.770647,0.344425,0.174693,3.956878,0.020083
150,797,356,2677,16062,0.142857,0.69124,0.229419,0.69124,0.770581,0.3445,0.174643,3.958017,0.020092
151,797,356,2676,16063,0.142804,0.69124,0.229485,0.69124,0.770515,0.344574,0.174593,3.959157,0.020095
152,797,356,2675,16064,0.14275,0.69124,0.229551,0.69124,0.770449,0.344649,0.174543,3.960297,0.02011
153,796,357,2673,16066,0.142644,0.690373,0.229461,0.690373,0.770539,0.34444,0.174392,3.958748,0.020141
154,796,357,2670,16069,0.142484,0.690373,0.22966,0.690373,0.77034,0.344663,0.174241,3.962175,0.020164
155,796,357,2667,16072,0.142323,0.690373,0.229859,0.690373,0.770141,0.344887,0.17409,3.965607,0.020187
156,796,357,2663,16076,0.14211,0.690373,0.230124,0.690373,0.769876,0.345186,0.173889,3.970193,0.020188
157,796,357,2658,16081,0.141843,0.690373,0.230457,0.690373,0.769543,0.345561,0.173638,3.975941,0.020192
158,796,357,2654,16085,0.14163,0.690373,0.230725,0.690373,0.769275,0.345861,0.173437,3.98055,0.020202
159,796,357,2653,16086,0.141576,0.690373,0.230792,0.690373,0.769208,0.345937,0.173386,3.981704,0.020206
160,796,357,2652,16087,0.141523,0.690373,0.230858,0.690373,0.769142,0.346012,0.173336,3.982859,0.020258
161,796,357,2648,16091,0.14131,0.690373,0.231127,0.690373,0.768873,0.346313,0.173135,3.987485,0.020274
162,796,357,2647,16092,0.141256,0.690373,0.231194,0.690373,0.768806,0.346388,0.173085,3.988643,0.020282
163,796,357,2645,16094,0.141149,0.690373,0.231328,0.690373,0.768672,0.346539,0.172984,3.990962,0.020303
164,796,357,2643,16096,0.141043,0.690373,0.231463,0.690373,0.768537,0.34669,0.172884,3.993283,0.020303
165,796,357,2642,16097,0.140989,0.690373,0.23153,0.690373,0.76847,0.346765,0.172833,3.994444,0.020304
166,796,357,2639,16100,0.140829,0.690373,0.231732,0.690373,0.768268,0.346992,0.172682,3.997933,0.020315
167,796,357,2637,16102,0.140723,0.690373,0.231867,0.690373,0.768133,0.347143,0.172582,4.000262,0.020329
168,796,357,2636,16103,0.140669,0.690373,0.231935,0.690373,0.768065,0.347219,0.172532,4.001427,0.020338
169,796,357,2635,16104,0.140616,0.690373,0.232002,0.690373,0.767998,0.347295,0.172481,4.002594,0.020377
170,796,357,2632,16107,0.140456,0.690373,0.232205,0.690373,0.767795,0.347522,0.172331,4.006096,0.020386
171,796,357,2631,16108,0.140402,0.690373,0.232273,0.690373,0.767727,0.347598,0.17228,4.007265,0.020405
172,796,357,2625,16114,0.140082,0.690373,0.232681,0.690373,0.767319,0.348054,0.171979,4.014294,0.020418
173,796,357,2623,16116,0.139975,0.690373,0.232817,0.690373,0.767183,0.348206,0.171878,4.016642,0.020421
174,796,357,2622,16117,0.139922,0.690373,0.232885,0.690373,0.767115,0.348283,0.171828,4.017817,0.020428
175,796,357,2621,16118,0.139869,0.690373,0.232953,0.690373,0.767047,0.348359,0.171778,4.018993,0.020429
176,796,357,2620,16119,0.139815,0.690373,0.233021,0.690373,0.766979,0.348435,0.171727,4.020169,0.020454
177,796,357,2619,16120,0.139762,0.690373,0.233089,0.690373,0.766911,0.348511,0.171677,4.021347,0.020498
178,796,357,2617,16122,0.139655,0.690373,0.233226,0.690373,0.766774,0.348664,0.171577,4.023703,0.02053
179,796,357,2616,16123,0.139602,0.690373,0.233294,0.690373,0.766706,0.34874,0.171526,4.024882,0.020535
180,796,357,2615,16124,0.139549,0.690373,0.233363,0.690373,0.766637,0.348817,0.171476,4.026062,0.020541
181,796,357,2612,16127,0.139388,0.690373,0.233568,0.690373,0.766432,0.349046,0.171325,4.029606,0.020541
182,796,357,2611,16128,0.139335,0.690373,0.233637,0.690373,0.766363,0.349123,0.171275,4.030789,0.020544
183,796,357,2610,16129,0.139282,0.690373,0.233705,0.690373,0.766295,0.349199,0.171225,4.031973,0.020546
184,796,357,2609,16130,0.139228,0.690373,0.233774,0.690373,0.766226,0.349276,0.171174,4.033157,0.020575
185,796,357,2608,16131,0.139175,0.690373,0.233843,0.690373,0.766157,0.349353,0.171124,4.034342,0.020582
186,796,357,2605,16134,0.139015,0.690373,0.234049,0.690373,0.765951,0.349583,0.170973,4.0379,0.020617
187,796,357,2604,16135,0.138962,0.690373,0.234118,0.690373,0.765882,0.34966,0.170923,4.039088,0.020622
188,796,357,2603,16136,0.138908,0.690373,0.234187,0.690373,0.765813,0.349736,0.170873,4.040276,0.020653
189,796,357,2601,16138,0.138801,0.690373,0.234324,0.690373,0.765676,0.34989,0.170772,4.042655,0.020658
190,796,357,2600,16139,0.138748,0.690373,0.234393,0.690373,0.765607,0.349967,0.170722,4.043845,0.020661
191,796,357,2596,16143,0.138535,0.690373,0.23467,0.690373,0.76533,0.350275,0.170521,4.048614,0.020663
192,796,357,2594,16145,0.138428,0.690373,0.234808,0.690373,0.765192,0.350429,0.17042,4.051003,0.020663
193,796,357,2592,16147,0.138321,0.690373,0.234947,0.690373,0.765053,0.350584,0.17032,4.053394,0.020697
194,796,357,2591,16148,0.138268,0.690373,0.235016,0.690373,0.764984,0.350661,0.170269,4.054591,0.020736
195,796,357,2588,16151,0.138108,0.690373,0.235225,0.690373,0.764775,0.350893,0.170119,4.058185,0.020747
196,796,357,2586,16153,0.138001,0.690373,0.235364,0.690373,0.764636,0.351047,0.170018,4.060585,0.020774
197,796,357,2581,16158,0.137734,0.690373,0.235712,0.690373,0.764288,0.351435,0.169767,4.066597,0.020781
198,796,357,2579,16160,0.137627,0.690373,0.235852,0.690373,0.764148,0.35159,0.169666,4.069007,0.020787
199,796,357,2578,16161,0.137574,0.690373,0.235922,0.690373,0.764078,0.351668,0.169616,4.070213,0.020822
200,796,357,2576,16163,0.137467,0.690373,0.236062,0.690373,0.763938,0.351823,0.169515,4.072627,0.020844
201,792,361,2574,16165,0.137361,0.686904,0.235294,0.686904,0.764706,0.35052,0.169214,4.059385,0.020857
202,792,361,2572,16167,0.137254,0.686904,0.235434,0.686904,0.764566,0.350675,0.169113,4.061798,0.020875
203,792,361,2569,16170,0.137094,0.686904,0.235644,0.686904,0.764356,0.350908,0.168962,4.065424,0.020909
204,792,361,2567,16172,0.136987,0.686904,0.235784,0.686904,0.764216,0.351064,0.168862,4.067844,0.020913
205,792,361,2564,16175,0.136827,0.686904,0.235995,0.686904,0.764005,0.351297,0.168711,4.071481,0.020914
206,792,361,2563,16176,0.136774,0.686904,0.236066,0.686904,0.763934,0.351375,0.168661,4.072694,0.02092
207,792,361,2559,16180,0.13656,0.686904,0.236347,0.686904,0.763653,0.351687,0.16846,4.077556,0.020948
208,792,361,2558,16181,0.136507,0.686904,0.236418,0.686904,0.763582,0.351765,0.168409,4.078773,0.02098
209,792,361,2557,16182,0.136453,0.686904,0.236489,0.686904,0.763511,0.351844,0.168359,4.079991,0.021021
210,792,361,2556,16183,0.1364,0.686904,0.236559,0.686904,0.763441,0.351922,0.168309,4.081209,0.021028
211,792,361,2552,16187,0.136187,0.686904,0.236842,0.686904,0.763158,0.352235,0.168108,4.086091,0.021034
212,792,361,2550,16189,0.13608,0.686904,0.236984,0.686904,0.763016,0.352392,0.168007,4.088537,0.021043
213,792,361,2549,16190,0.136026,0.686904,0.237055,0.686904,0.762945,0.35247,0.167957,4.08976,0.021077
214,792,361,2548,16191,0.135973,0.686904,0.237126,0.686904,0.762874,0.352548,0.167907,4.090985,0.021138
215,792,361,2547,16192,0.13592,0.686904,0.237197,0.686904,0.762803,0.352627,0.167856,4.09221,0.021149
216,792,361,2546,16193,0.135866,0.686904,0.237268,0.686904,0.762732,0.352705,0.167806,4.093436,0.021173
217,792,361,2544,16195,0.13576,0.686904,0.23741,0.686904,0.76259,0.352863,0.167706,4.09589,0.021175
218,792,361,2539,16200,0.135493,0.686904,0.237766,0.686904,0.762234,0.353256,0.167454,4.102038,0.021192
219,792,361,2536,16203,0.135333,0.686904,0.237981,0.686904,0.762019,0.353493,0.167303,4.105736,0.021209
220,792,361,2533,16206,0.135173,0.686904,0.238195,0.686904,0.761805,0.353729,0.167153,4.10944,0.021233
221,792,361,2531,16208,0.135066,0.686904,0.238339,0.686904,0.761661,0.353887,0.167052,4.111914,0.021255
222,792,361,2530,16209,0.135013,0.686904,0.238411,0.686904,0.761589,0.353966,0.167002,4.113151,0.021273
223,792,361,2529,16210,0.134959,0.686904,0.238482,0.686904,0.761518,0.354046,0.166952,4.11439,0.021284
224,792,361,2526,16213,0.134799,0.686904,0.238698,0.686904,0.761302,0.354283,0.166801,4.11811,0.021308
225,792,361,2525,16214,0.134746,0.686904,0.23877,0.686904,0.76123,0.354362,0.16675,4.119352,0.021342
226,792,361,2524,16215,0.134692,0.686904,0.238842,0.686904,0.761158,0.354442,0.1667,4.120594,0.021396
227,792,361,2522,16217,0.134586,0.686904,0.238986,0.686904,0.761014,0.3546,0.1666,4.123081,0.02141
228,792,361,2521,16218,0.134532,0.686904,0.239058,0.686904,0.760942,0.35468,0.166549,4.124325,0.021411
229,792,361,2517,16222,0.134319,0.686904,0.239347,0.686904,0.760653,0.354998,0.166348,4.129311,0.021416
230,792,361,2516,16223,0.134265,0.686904,0.23942,0.686904,0.76058,0.355077,0.166298,4.130559,0.021423
231,792,361,2513,16226,0.134105,0.686904,0.239637,0.686904,0.760363,0.355316,0.166147,4.134308,0.021479
232,792,361,2508,16231,0.133839,0.686904,0.24,0.686904,0.76,0.355715,0.165896,4.140572,0.021495
233,792,361,2504,16235,0.133625,0.686904,0.240291,0.686904,0.759709,0.356035,0.165695,4.145597,0.021545
234,792,361,2503,16236,0.133572,0.686904,0.240364,0.686904,0.759636,0.356115,0.165644,4.146856,0.02155
235,791,362,2500,16239,0.133412,0.686036,0.240352,0.686036,0.759648,0.355986,0.165443,4.146653,0.021558
236,791,362,2498,16241,0.133305,0.686036,0.240499,0.686036,0.759501,0.356146,0.165343,4.149175,0.02158
237,791,362,2495,16244,0.133145,0.686036,0.240718,0.686036,0.759282,0.356387,0.165192,4.152963,0.021584
238,791,362,2494,16245,0.133091,0.686036,0.240791,0.686036,0.759209,0.356467,0.165142,4.154227,0.021617
239,791,362,2493,16246,0.133038,0.686036,0.240865,0.686036,0.759135,0.356547,0.165091,4.155492,0.021687
240,791,362,2490,16249,0.132878,0.686036,0.241085,0.686036,0.758915,0.356788,0.164941,4.159292,0.021695
241,791,362,2489,16250,0.132825,0.686036,0.241159,0.686036,0.758841,0.356869,0.16489,4.16056,0.021721
