"Instance_number","'True Positives'","'False Negatives'","'False Positives'","'True Negatives'","'False Positive Rate'","'True Positive Rate'","Precision","Recall","Fallout","FMeasure","'Sample Size'","Lift","Threshold"
66,1133,0,18985,572,0.970752,1,0.056318,1,0.943682,0.10663,0.972354,1.028432,0
67,1133,0,18978,579,0.970394,1,0.056337,1,0.943663,0.106665,0.972015,1.02879,0
68,1133,0,18977,580,0.970343,1,0.05634,1,0.94366,0.10667,0.971967,1.028841,0
69,1133,0,18975,582,0.970241,1,0.056346,1,0.943654,0.10668,0.97187,1.028944,0
70,1133,0,18974,583,0.97019,1,0.056349,1,0.943651,0.106685,0.971822,1.028995,0
71,1133,0,18972,585,0.970087,1,0.056354,1,0.943646,0.106696,0.971725,1.029097,0
72,1133,0,18969,588,0.969934,1,0.056363,1,0.943637,0.106711,0.97158,1.029251,0
73,1133,0,18967,590,0.969832,1,0.056368,1,0.943632,0.106721,0.971484,1.029353,0
74,1133,0,18966,591,0.969781,1,0.056371,1,0.943629,0.106726,0.971435,1.029404,0
75,1133,0,18964,593,0.969678,1,0.056377,1,0.943623,0.106736,0.971339,1.029507,0
76,1133,0,18962,595,0.969576,1,0.056382,1,0.943618,0.106746,0.971242,1.029609,0
77,1133,0,18959,598,0.969423,1,0.056391,1,0.943609,0.106761,0.971097,1.029763,0
78,1133,0,18952,605,0.969065,1,0.05641,1,0.94359,0.106796,0.970759,1.030122,0
79,1133,0,18951,606,0.969014,1,0.056413,1,0.943587,0.106801,0.97071,1.030173,0
80,1133,0,18950,607,0.968963,1,0.056416,1,0.943584,0.106806,0.970662,1.030225,0
81,1133,0,18945,612,0.968707,1,0.05643,1,0.94357,0.106831,0.97042,1.030481,0
82,1133,0,18944,613,0.968656,1,0.056433,1,0.943567,0.106836,0.970372,1.030532,0
83,1133,0,18936,621,0.968247,1,0.056455,1,0.943545,0.106877,0.969986,1.030943,0
84,1133,0,18925,632,0.967684,1,0.056486,1,0.943514,0.106932,0.969454,1.031509,0
85,1133,0,18920,637,0.967429,1,0.0565,1,0.9435,0.106957,0.969212,1.031766,0
86,1133,0,18919,638,0.967377,1,0.056503,1,0.943497,0.106962,0.969164,1.031817,0
87,1133,0,18918,639,0.967326,1,0.056506,1,0.943494,0.106968,0.969116,1.031869,0
88,1133,0,18917,640,0.967275,1,0.056509,1,0.943491,0.106973,0.969067,1.03192,0
89,1133,0,18915,642,0.967173,1,0.056514,1,0.943486,0.106983,0.968971,1.032023,0
90,1133,0,18914,643,0.967122,1,0.056517,1,0.943483,0.106988,0.968922,1.032075,0
91,1133,0,18913,644,0.967071,1,0.05652,1,0.94348,0.106993,0.968874,1.032126,0
92,1133,0,18908,649,0.966815,1,0.056534,1,0.943466,0.107018,0.968632,1.032384,0
93,1133,0,18907,650,0.966764,1,0.056537,1,0.943463,0.107023,0.968584,1.032435,0
94,1133,0,18897,660,0.966252,1,0.056565,1,0.943435,0.107074,0.968101,1.032951,0
95,1133,0,18893,664,0.966048,1,0.056576,1,0.943424,0.107094,0.967907,1.033157,0
96,1133,0,18883,674,0.965537,1,0.056605,1,0.943395,0.107145,0.967424,1.033673,0
97,1133,0,18874,683,0.965076,1,0.05663,1,0.94337,0.10719,0.966989,1.034138,0
98,1133,0,18865,692,0.964616,1,0.056656,1,0.943344,0.107236,0.966554,1.034603,0
99,1133,0,18853,704,0.964003,1,0.05669,1,0.94331,0.107297,0.965974,1.035225,0
100,1133,0,18837,720,0.963185,1,0.056735,1,0.943265,0.107378,0.965201,1.036054,0
101,1133,0,18836,721,0.963133,1,0.056738,1,0.943262,0.107383,0.965152,1.036106,0
102,1133,0,18830,727,0.962827,1,0.056755,1,0.943245,0.107414,0.964862,1.036417,0
103,1132,1,18822,735,0.962418,0.999117,0.05673,0.999117,0.94327,0.107365,0.964427,1.03597,0
104,1132,1,18821,736,0.962366,0.999117,0.056733,0.999117,0.943267,0.10737,0.964379,1.036022,0
105,1132,1,18820,737,0.962315,0.999117,0.056736,0.999117,0.943264,0.107375,0.964331,1.036074,0
106,1132,1,18818,739,0.962213,0.999117,0.056742,0.999117,0.943258,0.107385,0.964234,1.036177,0
107,1131,2,18817,740,0.962162,0.998235,0.056697,0.998235,0.943303,0.1073,0.964137,1.035366,0
108,1131,2,18816,741,0.962111,0.998235,0.0567,0.998235,0.9433,0.107306,0.964089,1.035418,0
109,1131,2,18811,746,0.961855,0.998235,0.056714,0.998235,0.943286,0.107331,0.963847,1.035677,0
110,1131,2,18804,753,0.961497,0.998235,0.056734,0.998235,0.943266,0.107367,0.963509,1.036041,0
111,1131,2,18802,755,0.961395,0.998235,0.05674,0.998235,0.94326,0.107377,0.963412,1.036145,0
112,1131,2,18789,768,0.96073,0.998235,0.056777,0.998235,0.943223,0.107443,0.962784,1.036821,0
113,1131,2,18788,769,0.960679,0.998235,0.05678,0.998235,0.94322,0.107448,0.962736,1.036873,0
114,1131,2,18767,790,0.959605,0.998235,0.05684,0.998235,0.94316,0.107556,0.961721,1.037968,0
115,1131,2,18763,794,0.959401,0.998235,0.056851,0.998235,0.943149,0.107576,0.961527,1.038176,0
116,1131,2,18757,800,0.959094,0.998235,0.056868,0.998235,0.943132,0.107607,0.961237,1.038489,0
117,1131,2,18755,802,0.958992,0.998235,0.056874,0.998235,0.943126,0.107617,0.961141,1.038594,0
118,1131,2,18753,804,0.958889,0.998235,0.05688,0.998235,0.94312,0.107627,0.961044,1.038698,0
119,1131,2,18750,807,0.958736,0.998235,0.056888,0.998235,0.943112,0.107643,0.960899,1.038855,0
120,1131,2,18748,809,0.958634,0.998235,0.056894,0.998235,0.943106,0.107653,0.960802,1.03896,0
121,1131,2,18746,811,0.958531,0.998235,0.0569,0.998235,0.9431,0.107663,0.960706,1.039064,0
122,1131,2,18745,812,0.95848,0.998235,0.056903,0.998235,0.943097,0.107668,0.960657,1.039116,0
123,1131,2,18743,814,0.958378,0.998235,0.056909,0.998235,0.943091,0.107678,0.960561,1.039221,0
124,1131,2,18741,816,0.958276,0.998235,0.056914,0.998235,0.943086,0.107689,0.960464,1.039326,0
125,1131,2,18736,821,0.95802,0.998235,0.056929,0.998235,0.943071,0.107714,0.960222,1.039587,0
126,1131,2,18731,826,0.957764,0.998235,0.056943,0.998235,0.943057,0.10774,0.959981,1.039849,0
127,1131,2,18724,833,0.957407,0.998235,0.056963,0.998235,0.943037,0.107776,0.959642,1.040215,0
128,1131,2,18723,834,0.957355,0.998235,0.056966,0.998235,0.943034,0.107781,0.959594,1.040268,0
129,1131,2,18720,837,0.957202,0.998235,0.056974,0.998235,0.943026,0.107796,0.959449,1.040425,0
130,1131,2,18719,838,0.957151,0.998235,0.056977,0.998235,0.943023,0.107802,0.959401,1.040477,0
131,1131,2,18714,843,0.956895,0.998235,0.056992,0.998235,0.943008,0.107827,0.959159,1.04074,0
132,1131,2,18708,849,0.956588,0.998235,0.057009,0.998235,0.942991,0.107858,0.958869,1.041054,0
133,1131,2,18707,850,0.956537,0.998235,0.057012,0.998235,0.942988,0.107863,0.958821,1.041107,0
134,1131,2,18704,853,0.956384,0.998235,0.05702,0.998235,0.94298,0.107879,0.958676,1.041264,0
135,1131,2,18703,854,0.956333,0.998235,0.057023,0.998235,0.942977,0.107884,0.958627,1.041317,0
136,1131,2,18686,871,0.955464,0.998235,0.057072,0.998235,0.942928,0.107971,0.957806,1.04221,0
137,1131,2,18685,872,0.955412,0.998235,0.057075,0.998235,0.942925,0.107977,0.957757,1.042263,0
138,1131,2,18669,888,0.954594,0.998235,0.057121,0.998235,0.942879,0.108059,0.956984,1.043105,0
139,1131,2,18668,889,0.954543,0.998235,0.057124,0.998235,0.942876,0.108064,0.956936,1.043158,0
140,1131,2,18666,891,0.954441,0.998235,0.05713,0.998235,0.94287,0.108075,0.956839,1.043263,0
141,1131,2,18665,892,0.95439,0.998235,0.057133,0.998235,0.942867,0.10808,0.956791,1.043316,0
142,1131,2,18664,893,0.954339,0.998235,0.057136,0.998235,0.942864,0.108085,0.956742,1.043368,0
143,1131,2,18661,896,0.954185,0.998235,0.057144,0.998235,0.942856,0.1081,0.956597,1.043527,0
144,1131,2,18657,900,0.953981,0.998235,0.057156,0.998235,0.942844,0.108121,0.956404,1.043737,0
145,1131,2,18651,906,0.953674,0.998235,0.057173,0.998235,0.942827,0.108152,0.956114,1.044054,0
146,1131,2,18649,908,0.953572,0.998235,0.057179,0.998235,0.942821,0.108162,0.956017,1.04416,0
147,1131,2,18643,914,0.953265,0.998235,0.057196,0.998235,0.942804,0.108193,0.955727,1.044476,0
148,1131,2,18639,918,0.95306,0.998235,0.057208,0.998235,0.942792,0.108214,0.955534,1.044688,0
149,1131,2,18638,919,0.953009,0.998235,0.057211,0.998235,0.942789,0.108219,0.955486,1.044741,0
150,1131,2,18637,920,0.952958,0.998235,0.057214,0.998235,0.942786,0.108224,0.955437,1.044793,0
151,1131,2,18635,922,0.952856,0.998235,0.057219,0.998235,0.942781,0.108235,0.955341,1.044899,0
152,1131,2,18629,928,0.952549,0.998235,0.057237,0.998235,0.942763,0.108266,0.955051,1.045216,0
153,1131,2,18622,935,0.952191,0.998235,0.057257,0.998235,0.942743,0.108302,0.954712,1.045587,0
154,1131,2,18621,936,0.95214,0.998235,0.05726,0.998235,0.94274,0.108307,0.954664,1.04564,0
155,1131,2,18618,939,0.951987,0.998235,0.057269,0.998235,0.942731,0.108323,0.954519,1.045799,0
156,1131,2,18617,940,0.951935,0.998235,0.057272,0.998235,0.942728,0.108328,0.954471,1.045852,0
157,1131,2,18613,944,0.951731,0.998235,0.057283,0.998235,0.942717,0.108349,0.954277,1.046063,0
158,1131,2,18610,947,0.951577,0.998235,0.057292,0.998235,0.942708,0.108364,0.954132,1.046222,0
159,1131,2,18609,948,0.951526,0.998235,0.057295,0.998235,0.942705,0.10837,0.954084,1.046275,0
160,1131,2,18604,953,0.951271,0.998235,0.057309,0.998235,0.942691,0.108396,0.953842,1.046541,0
161,1131,2,18600,957,0.951066,0.998235,0.057321,0.998235,0.942679,0.108416,0.953649,1.046753,0
162,1131,2,18592,965,0.950657,0.998235,0.057344,0.998235,0.942656,0.108458,0.953262,1.047177,0
163,1131,2,18581,976,0.950095,0.998235,0.057376,0.998235,0.942624,0.108515,0.952731,1.047762,0
164,1131,2,18574,983,0.949737,0.998235,0.057397,0.998235,0.942603,0.108552,0.952392,1.048134,0
165,1131,2,18573,984,0.949686,0.998235,0.0574,0.998235,0.9426,0.108557,0.952344,1.048187,0
166,1131,2,18572,985,0.949634,0.998235,0.057402,0.998235,0.942598,0.108562,0.952296,1.04824,0
167,1131,2,18571,986,0.949583,0.998235,0.057405,0.998235,0.942595,0.108567,0.952247,1.048293,0
168,1131,2,18567,990,0.949379,0.998235,0.057417,0.998235,0.942583,0.108588,0.952054,1.048506,0
169,1131,2,18566,991,0.949328,0.998235,0.05742,0.998235,0.94258,0.108593,0.952006,1.04856,0
170,1131,2,18565,992,0.949276,0.998235,0.057423,0.998235,0.942577,0.108599,0.951957,1.048613,0
171,1131,2,18564,993,0.949225,0.998235,0.057426,0.998235,0.942574,0.108604,0.951909,1.048666,0
172,1131,2,18553,1004,0.948663,0.998235,0.057458,0.998235,0.942542,0.108661,0.951377,1.049252,0
173,1131,2,18538,1019,0.947896,0.998235,0.057502,0.998235,0.942498,0.10874,0.950652,1.050052,0
174,1131,2,18528,1029,0.947385,0.998235,0.057531,0.998235,0.942469,0.108792,0.950169,1.050586,0
175,1131,2,18527,1030,0.947333,0.998235,0.057534,0.998235,0.942466,0.108797,0.950121,1.05064,0
176,1131,2,18517,1040,0.946822,0.998235,0.057563,0.998235,0.942437,0.108849,0.949638,1.051175,0
177,1131,2,18514,1043,0.946669,0.998235,0.057572,0.998235,0.942428,0.108865,0.949493,1.051335,0
178,1131,2,18500,1057,0.945953,0.998235,0.057613,0.998235,0.942387,0.108939,0.948816,1.052085,0
179,1131,2,18491,1066,0.945493,0.998235,0.057639,0.998235,0.942361,0.108986,0.948381,1.052567,0
180,1131,2,18489,1068,0.94539,0.998235,0.057645,0.998235,0.942355,0.108996,0.948284,1.052675,0
181,1131,2,18488,1069,0.945339,0.998235,0.057648,0.998235,0.942352,0.109002,0.948236,1.052728,0
182,1131,2,18486,1071,0.945237,0.998235,0.057654,0.998235,0.942346,0.109012,0.948139,1.052836,0
183,1131,2,18485,1072,0.945186,0.998235,0.057657,0.998235,0.942343,0.109017,0.948091,1.052889,0
184,1131,2,18484,1073,0.945135,0.998235,0.05766,0.998235,0.94234,0.109023,0.948043,1.052943,0
185,1131,2,18479,1078,0.944879,0.998235,0.057675,0.998235,0.942325,0.109049,0.947801,1.053211,0
186,1131,2,18469,1088,0.944368,0.998235,0.057704,0.998235,0.942296,0.109101,0.947318,1.053749,0
187,1131,2,18468,1089,0.944317,0.998235,0.057707,0.998235,0.942293,0.109107,0.947269,1.053803,0
188,1131,2,18467,1090,0.944265,0.998235,0.05771,0.998235,0.94229,0.109112,0.947221,1.053856,0
189,1131,2,18458,1099,0.943805,0.998235,0.057736,0.998235,0.942264,0.109159,0.946786,1.054341,0
190,1131,2,18455,1102,0.943652,0.998235,0.057745,0.998235,0.942255,0.109175,0.946641,1.054502,0
191,1131,2,18453,1104,0.94355,0.998235,0.057751,0.998235,0.942249,0.109186,0.946544,1.05461,0
192,1131,2,18451,1106,0.943447,0.998235,0.057757,0.998235,0.942243,0.109196,0.946448,1.054717,0
193,1131,2,18450,1107,0.943396,0.998235,0.05776,0.998235,0.94224,0.109202,0.946399,1.054771,0
194,1131,2,18448,1109,0.943294,0.998235,0.057766,0.998235,0.942234,0.109212,0.946303,1.054879,0
195,1131,2,18447,1110,0.943243,0.998235,0.057769,0.998235,0.942231,0.109217,0.946254,1.054933,0
196,1131,2,18446,1111,0.943192,0.998235,0.057772,0.998235,0.942228,0.109223,0.946206,1.054987,0
197,1131,2,18445,1112,0.943141,0.998235,0.057775,0.998235,0.942225,0.109228,0.946158,1.055041,0
198,1131,2,18444,1113,0.943089,0.998235,0.057778,0.998235,0.942222,0.109233,0.946109,1.055095,0
199,1131,2,18429,1128,0.942322,0.998235,0.057822,0.998235,0.942178,0.109312,0.945384,1.055904,0
200,1131,2,18424,1133,0.942067,0.998235,0.057837,0.998235,0.942163,0.109339,0.945143,1.056174,0
201,1131,2,18422,1135,0.941965,0.998235,0.057843,0.998235,0.942157,0.109349,0.945046,1.056282,0
202,1131,2,18421,1136,0.941913,0.998235,0.057846,0.998235,0.942154,0.109355,0.944998,1.056336,0
203,1131,2,18420,1137,0.941862,0.998235,0.057849,0.998235,0.942151,0.10936,0.944949,1.05639,0
204,1131,2,18416,1141,0.941658,0.998235,0.057861,0.998235,0.942139,0.109381,0.944756,1.056606,0
205,1131,2,18414,1143,0.941555,0.998235,0.057866,0.998235,0.942134,0.109392,0.944659,1.056714,0
206,1131,2,18407,1150,0.941198,0.998235,0.057887,0.998235,0.942113,0.109429,0.944321,1.057093,0
207,1131,2,18406,1151,0.941146,0.998235,0.05789,0.998235,0.94211,0.109434,0.944273,1.057147,0
208,1131,2,18403,1154,0.940993,0.998235,0.057899,0.998235,0.942101,0.10945,0.944128,1.057309,0
209,1131,2,18399,1158,0.940788,0.998235,0.057911,0.998235,0.942089,0.109471,0.943934,1.057526,0
210,1131,2,18395,1162,0.940584,0.998235,0.057923,0.998235,0.942077,0.109492,0.943741,1.057742,0
211,1131,2,18394,1163,0.940533,0.998235,0.057926,0.998235,0.942074,0.109498,0.943693,1.057797,0
212,1131,2,18386,1171,0.940124,0.998235,0.057949,0.998235,0.942051,0.10954,0.943306,1.05823,0
213,1131,2,18385,1172,0.940073,0.998235,0.057952,0.998235,0.942048,0.109545,0.943258,1.058284,0
214,1131,2,18383,1174,0.93997,0.998235,0.057958,0.998235,0.942042,0.109556,0.943161,1.058393,0
215,1131,2,18379,1178,0.939766,0.998235,0.05797,0.998235,0.94203,0.109577,0.942968,1.05861,0
216,1131,2,18369,1188,0.939254,0.998235,0.058,0.998235,0.942,0.10963,0.942484,1.059153,0
217,1131,2,18368,1189,0.939203,0.998235,0.058003,0.998235,0.941997,0.109636,0.942436,1.059207,0
218,1131,2,18363,1194,0.938948,0.998235,0.058018,0.998235,0.941982,0.109662,0.942194,1.059479,0
219,1131,2,18347,1210,0.93813,0.998235,0.058066,0.998235,0.941934,0.109747,0.941421,1.060349,0
220,1131,2,18346,1211,0.938078,0.998235,0.058068,0.998235,0.941932,0.109753,0.941373,1.060403,0
221,1131,2,18341,1216,0.937823,0.998235,0.058083,0.998235,0.941917,0.109779,0.941131,1.060676,0
222,1131,2,18340,1217,0.937772,0.998235,0.058086,0.998235,0.941914,0.109785,0.941083,1.06073,0
223,1131,2,18339,1218,0.937721,0.998235,0.058089,0.998235,0.941911,0.10979,0.941034,1.060785,0
224,1131,2,18333,1224,0.937414,0.998235,0.058107,0.998235,0.941893,0.109822,0.940744,1.061112,0
225,1131,2,18332,1225,0.937363,0.998235,0.05811,0.998235,0.94189,0.109827,0.940696,1.061166,0
226,1131,2,18330,1227,0.93726,0.998235,0.058116,0.998235,0.941884,0.109838,0.940599,1.061275,0
227,1131,2,18329,1228,0.937209,0.998235,0.058119,0.998235,0.941881,0.109843,0.940551,1.06133,0
228,1131,2,18327,1230,0.937107,0.998235,0.058125,0.998235,0.941875,0.109854,0.940454,1.061439,0
229,1131,2,18326,1231,0.937056,0.998235,0.058128,0.998235,0.941872,0.109859,0.940406,1.061493,0
230,1131,2,18325,1232,0.937005,0.998235,0.058131,0.998235,0.941869,0.109864,0.940358,1.061548,0
231,1131,2,18324,1233,0.936954,0.998235,0.058134,0.998235,0.941866,0.10987,0.940309,1.061603,0
232,1131,2,18321,1236,0.9368,0.998235,0.058143,0.998235,0.941857,0.109886,0.940164,1.061766,0
233,1131,2,18316,1241,0.936544,0.998235,0.058158,0.998235,0.941842,0.109913,0.939923,1.062039,0
234,1131,2,18315,1242,0.936493,0.998235,0.058161,0.998235,0.941839,0.109918,0.939874,1.062094,0
235,1131,2,18311,1246,0.936289,0.998235,0.058173,0.998235,0.941827,0.109939,0.939681,1.062312,0
236,1131,2,18308,1249,0.936135,0.998235,0.058182,0.998235,0.941818,0.109955,0.939536,1.062476,0
237,1131,2,18306,1251,0.936033,0.998235,0.058188,0.998235,0.941812,0.109966,0.939439,1.062586,0
238,1131,2,18305,1252,0.935982,0.998235,0.058191,0.998235,0.941809,0.109971,0.939391,1.06264,0
239,1131,2,18304,1253,0.935931,0.998235,0.058194,0.998235,0.941806,0.109977,0.939343,1.062695,0
240,1131,2,18302,1255,0.935829,0.998235,0.0582,0.998235,0.9418,0.109987,0.939246,1.062804,0
241,1131,2,18300,1257,0.935726,0.998235,0.058206,0.998235,0.941794,0.109998,0.939149,1.062914,0
242,1131,2,18299,1258,0.935675,0.998235,0.058209,0.998235,0.941791,0.110003,0.939101,1.062968,0
243,1131,2,18298,1259,0.935624,0.998235,0.058212,0.998235,0.941788,0.110009,0.939053,1.063023,0
244,1131,2,18297,1260,0.935573,0.998235,0.058215,0.998235,0.941785,0.110014,0.939004,1.063078,0
245,1131,2,18289,1268,0.935164,0.998235,0.058239,0.998235,0.941761,0.110057,0.938618,1.063516,0
246,1131,2,18284,1273,0.934908,0.998235,0.058254,0.998235,0.941746,0.110084,0.938376,1.06379,0
247,1131,2,18277,1280,0.93455,0.998235,0.058275,0.998235,0.941725,0.110121,0.938038,1.064173,0
248,1131,2,18267,1290,0.934039,0.998235,0.058305,0.998235,0.941695,0.110175,0.937554,1.064722,0
249,1131,2,18261,1296,0.933732,0.998235,0.058323,0.998235,0.941677,0.110207,0.937264,1.065051,0
250,1131,2,18259,1298,0.93363,0.998235,0.058329,0.998235,0.941671,0.110218,0.937168,1.065161,0
251,1131,2,18257,1300,0.933528,0.998235,0.058335,0.998235,0.941665,0.110229,0.937071,1.065271,0
252,1131,2,18250,1307,0.93317,0.998235,0.058356,0.998235,0.941644,0.110266,0.936733,1.065656,0
253,1131,2,18244,1313,0.932863,0.998235,0.058374,0.998235,0.941626,0.110298,0.936443,1.065986,0
254,1131,2,18237,1320,0.932505,0.998235,0.058395,0.998235,0.941605,0.110336,0.936104,1.066371,0
255,1131,2,18234,1323,0.932352,0.998235,0.058404,0.998235,0.941596,0.110352,0.935959,1.066536,0
256,1131,2,18233,1324,0.9323,0.998235,0.058407,0.998235,0.941593,0.110358,0.935911,1.066591,0
257,1131,2,18228,1329,0.932045,0.998235,0.058422,0.998235,0.941578,0.110385,0.935669,1.066867,0
258,1131,2,18223,1334,0.931789,0.998235,0.058438,0.998235,0.941562,0.110411,0.935428,1.067143,0
259,1131,2,18220,1337,0.931636,0.998235,0.058447,0.998235,0.941553,0.110428,0.935283,1.067308,0
260,1131,2,18219,1338,0.931585,0.998235,0.05845,0.998235,0.94155,0.110433,0.935234,1.067363,0
261,1131,2,18217,1340,0.931482,0.998235,0.058456,0.998235,0.941544,0.110444,0.935138,1.067474,0
262,1131,2,18216,1341,0.931431,0.998235,0.058459,0.998235,0.941541,0.110449,0.935089,1.067529,0
263,1131,2,18215,1342,0.93138,0.998235,0.058462,0.998235,0.941538,0.110455,0.935041,1.067584,0
264,1131,2,18214,1343,0.931329,0.998235,0.058465,0.998235,0.941535,0.11046,0.934993,1.067639,0
