@RELATION mouseFeatures

@ATTRIBUTE avg_hover_time NUMERIC
@ATTRIBUTE arrival_time NUMERIC
@ATTRIBUTE clicks NUMERIC
@ATTRIBUTE clickthroughs NUMERIC
@ATTRIBUTE hovers NUMERIC
@ATTRIBUTE unclicked_hovers NUMERIC
@ATTRIBUTE max_hover_time NUMERIC
@ATTRIBUTE cursor_trail NUMERIC
@ATTRIBUTE cursor_movement NUMERIC
@ATTRIBUTE cursor_speed NUMERIC
@ATTRIBUTE position NUMERIC
@ATTRIBUTE relevance {bad,good}

@DATA
0.7336392641640411,0.05125720464396001,0.0625,0.0,0.5714285714285714,1.0,0.9595327657889526,246.340115847063,0.8571338993757431,0.8981891002428514,2.0,bad
0.7493428976581643,0.09751124794971182,0.0,0.027777777777777776,0.6428571428571429,0.9722222222222222,0.5207285686002772,247.69790566527732,0.9762033045977011,0.7929820777212911,7.0,bad
0.8610059712462973,0.10098871997874115,0.14705882352941177,0.0,0.6071428571428571,1.0,0.5282122352009503,226.01564056787353,0.9526572445268237,0.7414521524845794,8.0,bad
0.46185999753901014,0.2745186977119242,0.06521739130434782,0.0,0.8214285714285714,1.0,0.4010294991090873,193.46321578337117,0.73857387039239,0.8186264530783866,10.0,bad
0.6434616148009482,0.7597818218471378,0.07547169811320754,0.018867924528301886,0.9464285714285714,0.9811320754716981,0.5212829142744011,266.97131510542215,0.8984439851479594,0.9286560792750077,11.0,bad
0.6441162111237403,0.43983606857813085,0.03571428571428571,0.0,1.0,1.0,0.6723817065927539,245.30944397822495,0.8423008323424493,0.9101822232425633,5.0,bad
0.3867609028980311,0.23103655240032622,0.07142857142857142,0.0,0.5,1.0,0.2628786378934864,258.12576674547205,0.8232108353151011,0.9799447527602523,1.0,bad
0.4430928605756394,0.279244669250717,0.045454545454545456,0.0,0.7857142857142857,1.0,0.4209463472579687,211.4316001540138,0.7355767281915467,0.8983037789234277,9.0,bad
1.0,0.09614820720052047,0.09090909090909091,0.022727272727272728,0.7857142857142857,0.9772727272727273,1.0,222.33002187398503,0.9565494608690951,0.726393568464477,6.0,good
0.4161124312489987,1.0,0.03125,0.0,0.5714285714285714,1.0,0.4938823995248466,225.66039133366004,0.7052395306926278,1.0,12.0,bad
